clave_casilla,clave_acta,id_estado,estado,id_distrito_federal,distrito_federal,seccion,id_casilla,tipo_casilla,ext_contigua,ubicacion_casilla,tipo_acta,total_boletas_sobrantes,total_personas_votaron,total_rep_partido_ci_votaron,total_votos_sacados,codigos_entregados_pmdc,codigos_sobrantes,codigos_utilizados,pan,pri,prd,pvem,pt,mc,morena,pes,rsp,fxm,cand_ind_1,cand_ind_2,cand_ind_3,pan_pri_prd,pan_pri,pan_prd,pri_prd,pvem_pt_morena,pvem_pt,pvem_morena,pt_morena,no_registrados,nulos,total_votos_asentado,total_votos_calculados,lista_nominal,representantes_pp_ci,observaciones,contabilizada,mecanismos_traslado,sha,fecha_hora_acopio,fecha_hora_captura,fecha_hora_verificacion,origen,digitalizacion,tipo_documento,cotejada
'010452C0100','010452C01002',1,AGUASCALIENTES,1,Jesús María,452,1,C,0,Urbana,Diputados MR,225,487,7,494,NO APLICA,NO APLICA,NO APLICA,119,53,6,7,8,6,175,2,12,92,-,-,-,0,0,0,0,-,-,-,-,0,14,494,494,673,46,NA,1,D,f03ed07431dd9f32cf10633e922e364e55abac7ad7eaf4f6a7721248d82b2e6d,06/06/2021 22:11:01,07/06/2021 00:49:08,07/06/2021 00:49:59,CASILLA,Móvil,Acta PREP,1
'010453B0100','010453B01002',1,AGUASCALIENTES,1,Jesús María,453,1,B,0,No Urbana,Diputados MR,173,394,7,401,NO APLICA,NO APLICA,NO APLICA,126,51,11,10,4,7,81,4,10,84,-,-,-,Sin dato,Sin dato,Sin dato,Sin dato,-,-,-,-,Sin dato,13,401,401,528,46,['Sin dato'],1,D,5bae098aa5ba124e7e654f15bf63c45f085f07f1a1dc509d817ab50dbde0dc62,07/06/2021 07:21:00,07/06/2021 09:19:46,07/06/2021 09:21:19,CATD,Escáner,Acta PREP,3
'010453C0100','010453C01002',1,AGUASCALIENTES,1,Jesús María,453,1,C,0,No Urbana,Diputados MR,153,416,4,420,NO APLICA,NO APLICA,NO APLICA,101,51,5,6,6,5,116,7,14,93,-,-,-,Sin dato,Sin dato,Sin dato,Sin dato,-,-,-,-,Sin dato,16,420,420,528,46,['Sin dato'],1,D,9405045309206bb4b3de2c609f559438c66688b93f8ce01d772c9cca068e7281,06/06/2021 23:01:52,06/06/2021 23:03:25,06/06/2021 23:04:28,CASILLA,Móvil,Acta PREP,1
'010453C0200','010453C02002',1,AGUASCALIENTES,1,Jesús María,453,2,C,0,No Urbana,Diputados MR,165,404,3,407,NO APLICA,NO APLICA,NO APLICA,95,45,11,4,8,5,102,4,12,99,-,-,-,0,0,0,0,-,-,-,-,0,22,407,407,527,46,NA,1,D,0e1125449c06df804cc1ed2f3c6d5fd950052a959ac7a2a0f7bce4e542f0daa2,06/06/2021 21:53:16,06/06/2021 22:07:13,06/06/2021 22:07:57,CASILLA,Móvil,Acta PREP,1
'010454B0100','010454B01002',1,AGUASCALIENTES,1,Jesús María,454,1,B,0,No Urbana,Diputados MR,185,363,11,350,NO APLICA,NO APLICA,NO APLICA,93,40,12,5,4,3,92,4,7,90,-,-,-,145,133,105,52,-,-,-,-,Sin dato,14,402,799,502,46,"['Excede Lista Nominal', 'Sin dato']",0,D,cfd5768154c1802ff1514829196ee988eb46de839720f418ca10de7ef2b3bc64,07/06/2021 07:22:00,07/06/2021 07:33:53,07/06/2021 07:34:50,CATD,Escáner,Acta PREP,1
'010454C0100','010454C01002',1,AGUASCALIENTES,1,Jesús María,454,1,C,0,No Urbana,Diputados MR,190,358,13,358,NO APLICA,NO APLICA,NO APLICA,84,43,8,9,3,4,102,4,16,72,-,-,-,Sin dato,Sin dato,Sin dato,Sin dato,-,-,-,-,Sin dato,Sin dato,13,345,502,46,['Sin dato'],1,D,b255d34ac639eec591c5af117c17e9d9708a5fa03674221d22941fe6501e8982,07/06/2021 07:22:00,07/06/2021 07:47:59,07/06/2021 07:48:34,CATD,Escáner,Acta PREP,1
'010454C0200','010454C02002',1,AGUASCALIENTES,1,Jesús María,454,2,C,0,No Urbana,Diputados MR,171,367,10,377,NO APLICA,NO APLICA,NO APLICA,87,57,9,8,8,4,94,2,11,89,-,-,-,Sin dato,Sin dato,Sin dato,Sin dato,-,-,-,-,Sin dato,8,Sin dato,377,502,46,['Sin dato'],1,D,c481acdbdeae93c1a78aefc46014e308c16dfe4e333c775d25ca48b2eaa6cc08,07/06/2021 07:22:00,07/06/2021 09:52:55,07/06/2021 09:54:11,CATD,Escáner,Acta PREP,1
'010455B0100','010455B01002',1,AGUASCALIENTES,1,Jesús María,455,1,B,0,No Urbana,Diputados MR,Sin dato,Sin dato,Sin dato,261,NO APLICA,NO APLICA,NO APLICA,73,30,6,3,6,9,30,2,10,79,-,-,-,0,0,0,0,-,-,-,-,1,12,261,261,347,46,NA,1,D,f0495d93e1d715955ba3a65698edcc663976900738b34166a807b36137433a2e,06/06/2021 21:23:08,06/06/2021 21:56:03,06/06/2021 21:56:31,CASILLA,Móvil,Acta PREP,1
'010456B0100','010456B01002',1,AGUASCALIENTES,1,Jesús María,456,1,B,0,No Urbana,Diputados MR,152,306,7,313,NO APLICA,NO APLICA,NO APLICA,97,38,14,6,6,3,59,4,8,66,-,-,-,0,1,0,0,-,-,-,-,0,11,313,313,419,46,NA,1,D,f7eb61ce8cdcdae802ac0c6802a45161283308f1c078fa4bcba38a3ae4b9fafb,06/06/2021 20:33:34,06/06/2021 20:41:37,06/06/2021 20:43:31,CASILLA,Móvil,Acta PREP,1
'010457B0100','010457B01002',1,AGUASCALIENTES,1,Jesús María,457,1,B,0,No Urbana,Diputados MR,Ilegible,Ilegible,Ilegible,321,NO APLICA,NO APLICA,NO APLICA,117,31,4,5,1,10,57,3,2,66,-,-,-,0,0,0,0,-,-,-,-,0,19,321,315,425,46,NA,1,D,732d56539a210ed2fdace2878dca055fa1d6093257b3479da84ad3494bc7c33f,06/06/2021 22:00:58,06/06/2021 22:35:04,06/06/2021 22:36:54,CASILLA,Móvil,Acta PREP,1
'010457C0100','010457C01002',1,AGUASCALIENTES,1,Jesús María,457,1,C,0,No Urbana,Diputados MR,142,325,3,328,NO APLICA,NO APLICA,NO APLICA,95,43,5,8,5,8,64,4,6,68,-,-,-,Sin dato,Sin dato,Sin dato,Sin dato,-,-,-,-,Sin dato,22,328,328,425,46,['Sin dato'],1,D,5d3fcd30bbb19c84dfad3428aa589c129a2f448722d4af5e4f290101ca386544,07/06/2021 07:23:00,07/06/2021 07:31:42,07/06/2021 07:32:23,CATD,Escáner,Acta PREP,1
'010457S0100','010457S01003',1,AGUASCALIENTES,1,Jesús María,457,1,S,0,No Urbana,Diputados MR Especiales,947,42,-,42,NO APLICA,NO APLICA,NO APLICA,13,8,2,0,2,2,1,11,1,0,-,-,-,3,0,0,0,-,-,-,-,0,0,1,43,0,46,NA,1,D,2b9a18156de8e0c045797e09787c978383912d3f6bb3686ecb6086ce2a0756af,06/06/2021 19:49:16,06/06/2021 21:16:30,06/06/2021 21:17:27,CASILLA,Móvil,Acta PREP,1
'010457S0100','010457S01004',1,AGUASCALIENTES,1,Jesús María,457,1,S,0,No Urbana,Diputados RP,947,57,-,57,NO APLICA,NO APLICA,NO APLICA,30,1,1,2,0,0,14,2,0,4,-,-,-,-,-,-,-,-,-,-,-,0,3,57,57,0,46,NA,1,D,80ce5302828f287c344b539068f7bc76f21e2eb8a907dc83ee003b1504442bf0,06/06/2021 19:53:34,06/06/2021 21:22:28,06/06/2021 21:23:11,CASILLA,Móvil,Acta PREP,1
'010458B0100','010458B01002',1,AGUASCALIENTES,1,Jesús María,458,1,B,0,No Urbana,Diputados MR,238,432,6,0,NO APLICA,NO APLICA,NO APLICA,93,64,14,3,5,5,98,2,14,119,-,-,-,0,0,3,0,-,-,-,-,1,20,437,441,629,46,NA,1,D,35e4d529bb70c07c002abf5c06f7d66574d7aad9b867fa7380fc3daa5f0cdf09,06/06/2021 22:31:07,06/06/2021 22:43:15,06/06/2021 22:44:48,CASILLA,Móvil,Acta PREP,1
'010458C0100','010458C01002',1,AGUASCALIENTES,1,Jesús María,458,1,C,0,No Urbana,Diputados MR,Sin dato,435,0,435,NO APLICA,NO APLICA,NO APLICA,114,45,10,4,5,6,96,4,11,118,-,-,-,0,0,1,0,-,-,-,-,0,21,435,435,628,46,NA,1,D,c940ed19db3cb4b212be7255dd48bdead69f99ccba0d4ac5c4a9591bfee3796f,06/06/2021 22:47:02,06/06/2021 23:28:06,06/06/2021 23:28:41,CASILLA,Móvil,Acta PREP,1
'010460B0100','010460B01002',1,AGUASCALIENTES,1,Jesús María,460,1,B,0,Urbana,Diputados MR,194,432,1,0,NO APLICA,NO APLICA,NO APLICA,191,9,10,139,5,2,52,4,6,2,-,-,-,0,1,4,0,-,-,-,-,0,8,433,433,583,44,NA,1,D,7ceca69f4c10df2bd014ef1581bfcc099e1e457cb3587a8447aa7d3c80473d0d,07/06/2021 04:20:00,07/06/2021 04:26:01,07/06/2021 04:26:37,CATD,Escáner,Acta PREP,1
'010460C0100','010460C01002',1,AGUASCALIENTES,1,Jesús María,460,1,C,0,Urbana,Diputados MR,198,429,0,429,NO APLICA,NO APLICA,NO APLICA,200,7,20,102,6,2,66,2,2,0,-,-,-,0,0,9,0,-,-,-,-,0,13,429,429,583,44,NA,1,D,50038254b1cafb2d4634ec66193370ec65503db4116c3a2ae7f3347840fb7cd1,06/06/2021 21:09:44,06/06/2021 21:15:21,06/06/2021 21:16:28,CASILLA,Móvil,Acta PREP,1
'010460C0200','010460C02002',1,AGUASCALIENTES,1,Jesús María,460,2,C,0,Urbana,Diputados MR,189,435,2,437,NO APLICA,NO APLICA,NO APLICA,175,16,21,137,7,5,48,1,3,3,-,-,-,0,1,3,0,-,-,-,-,1,16,437,437,583,44,NA,1,D,46e12f45c790cdf34f62cd3e099a1aa740e8a35483b22f731556393705223a4e,07/06/2021 07:23:00,07/06/2021 07:26:49,07/06/2021 07:27:47,CATD,Escáner,Acta PREP,1
'010461B0100','010461B01002',1,AGUASCALIENTES,1,Jesús María,461,1,B,0,Urbana,Diputados MR,201,483,5,488,NO APLICA,NO APLICA,NO APLICA,221,25,18,117,5,3,73,2,5,4,-,-,-,0,0,1,0,-,-,-,-,1,13,488,488,645,44,NA,1,D,39181bb37f6178f3138a5701c92975bd704cf59aa598508aa6f42742745eba72,06/06/2021 20:39:26,06/06/2021 21:19:05,06/06/2021 21:20:17,CASILLA,Móvil,Acta PREP,1
'010461C0100','010461C01002',1,AGUASCALIENTES,1,Jesús María,461,1,C,0,Urbana,Diputados MR,214,475,0,475,NO APLICA,NO APLICA,NO APLICA,215,17,18,119,3,3,57,5,3,3,-,-,-,0,2,8,2,-,-,-,-,0,22,475,477,645,44,NA,1,D,29cd730cdd4e2b643910e9aa2de43bb4322df2120287983252958a2e44506904,06/06/2021 20:55:13,06/06/2021 21:12:17,06/06/2021 21:13:10,CASILLA,Móvil,Acta PREP,1
'010461C0200','010461C02002',1,AGUASCALIENTES,1,Jesús María,461,2,C,0,Urbana,Diputados MR,216,470,2,472,NO APLICA,NO APLICA,NO APLICA,209,19,23,113,6,4,70,2,3,6,-,-,-,0,0,1,0,-,-,-,-,0,16,472,472,644,44,NA,1,D,8a5b8207d8f400b644c8262d84760485da5fabdf505f6ac7951c71ff22eb8a10,06/06/2021 21:00:29,06/06/2021 21:15:23,06/06/2021 21:17:17,CASILLA,Móvil,Acta PREP,1
'010462B0100','010462B01002',1,AGUASCALIENTES,1,Jesús María,462,1,B,0,No Urbana,Diputados MR,197,454,5,459,NO APLICA,NO APLICA,NO APLICA,170,3,20,158,5,6,75,1,1,1,-,-,-,0,0,7,0,-,-,-,-,2,10,459,459,612,44,NA,1,D,2288504d80318bdcd253de5be2d7b581590c5a1ce96e8cc1b89bdb73fb1500c1,06/06/2021 23:28:18,06/06/2021 23:40:52,06/06/2021 23:41:43,CASILLA,Móvil,Acta PREP,1
'010462C0100','010462C01002',1,AGUASCALIENTES,1,Jesús María,462,1,C,0,No Urbana,Diputados MR,207,448,0,448,NO APLICA,NO APLICA,NO APLICA,185,10,14,149,0,8,65,1,0,1,-,-,-,1,0,2,0,-,-,-,-,0,12,448,448,612,44,NA,1,D,ed902f7dfcfcebd60ca2de5a05ceb561b53f7148ecb9cda31170d68338a2655b,06/06/2021 22:10:51,06/06/2021 22:18:35,06/06/2021 22:19:38,CASILLA,Móvil,Acta PREP,1
'010462C0200','010462C02002',1,AGUASCALIENTES,1,Jesús María,462,2,C,0,No Urbana,Diputados MR,193,460,2,462,NO APLICA,NO APLICA,NO APLICA,167,11,17,151,1,7,80,1,3,3,-,-,-,0,0,5,0,-,-,-,-,3,13,462,462,611,44,NA,1,D,a1247362d918956b2ee76f1f782cd420962c1ba275a6bbe8fa888d691411de50,06/06/2021 22:54:20,06/06/2021 23:03:09,06/06/2021 23:04:10,CASILLA,Móvil,Acta PREP,1
'010463B0100','010463B01002',1,AGUASCALIENTES,1,Jesús María,463,1,B,0,No Urbana,Diputados MR,218,335,1,336,NO APLICA,NO APLICA,NO APLICA,126,2,31,92,2,1,61,0,2,1,-,-,-,0,0,5,0,-,-,-,-,0,13,336,336,510,44,NA,1,D,7ef84870bf67ec7be93c12c8d69de514e4282fefbd984f244eb5fd20b30b2f95,07/06/2021 06:18:00,07/06/2021 06:22:18,07/06/2021 06:23:09,CATD,Escáner,Acta PREP,1
'010463C0100','010463C01002',1,AGUASCALIENTES,1,Jesús María,463,1,C,0,No Urbana,Diputados MR,231,322,0,322,NO APLICA,NO APLICA,NO APLICA,132,2,13,92,4,1,55,1,2,6,-,-,-,0,0,6,0,-,-,-,-,0,8,322,322,509,44,NA,1,D,0cb538b18e988ec7136b4011cd259cb53646894e372661c2896c477933d031b6,07/06/2021 07:23:00,07/06/2021 07:28:24,07/06/2021 07:30:55,CATD,Escáner,Acta PREP,1
'010463C0200','010463C02002',1,AGUASCALIENTES,1,Jesús María,463,2,C,0,No Urbana,Diputados MR,324,327,3,330,NO APLICA,NO APLICA,NO APLICA,136,4,27,91,4,1,42,5,1,2,-,-,-,1,0,6,0,-,-,-,-,0,9,329,329,509,44,NA,1,D,82388611c432051e6bae53dac2538a98f58b178dda95b2773900cdfe404c1a01,07/06/2021 07:23:00,07/06/2021 07:40:03,07/06/2021 07:40:29,CATD,Escáner,Acta PREP,1
'010464B0100','010464B01002',1,AGUASCALIENTES,1,Jesús María,464,1,B,0,No Urbana,Diputados MR,157,519,0,Sin dato,NO APLICA,NO APLICA,NO APLICA,131,3,24,151,0,10,165,2,5,7,-,-,-,0,1,4,0,-,-,-,-,0,16,519,519,632,44,NA,1,D,3832e9c5aec4359fd4e2361fb2e4d5331ad8b7f7c6baf323c7d0b41b1ca20343,06/06/2021 21:53:54,06/06/2021 21:58:24,06/06/2021 21:59:22,CASILLA,Móvil,Acta PREP,1
'010464C0100','010464C01002',1,AGUASCALIENTES,1,Jesús María,464,1,C,0,No Urbana,Diputados MR,177,499,0,499,NO APLICA,NO APLICA,NO APLICA,159,7,28,144,3,5,124,4,1,5,-,-,-,1,0,4,0,-,-,-,-,0,14,499,499,632,44,NA,1,D,1da944dbdc03de6ed7b1f4be3bf3dc84071b61c47230d7fba00fdc9dc5122ba5,07/06/2021 07:24:00,07/06/2021 07:30:50,07/06/2021 07:32:07,CATD,Escáner,Acta PREP,1
'010464C0200','010464C02002',1,AGUASCALIENTES,1,Jesús María,464,2,C,0,No Urbana,Diputados MR,174,502,0,502,NO APLICA,NO APLICA,NO APLICA,149,5,31,139,6,9,142,3,1,3,-,-,-,1,0,7,0,-,-,-,-,0,6,502,502,632,44,NA,1,D,83b01183f12ae4bc5a6bced9a7168a9fea74a8842c9359b9dfd9928e7ebcef4a,06/06/2021 21:35:39,06/06/2021 21:52:37,06/06/2021 21:53:08,CASILLA,Móvil,Acta PREP,1
'010465B0100','010465B01002',1,AGUASCALIENTES,1,Jesús María,465,1,B,0,No Urbana,Diputados MR,228,494,5,499,NO APLICA,NO APLICA,NO APLICA,126,8,95,142,7,8,86,0,1,2,-,-,-,0,0,7,0,-,-,-,-,1,16,499,499,683,44,NA,1,D,c9b8cd56c9dcddeb31ad126fc103adab9421413440a02c74c5cf67c0fc6d6d99,07/06/2021 06:22:00,07/06/2021 06:29:00,07/06/2021 06:29:53,CATD,Escáner,Acta PREP,1
'010466B0100','010466B01002',1,AGUASCALIENTES,1,Jesús María,466,1,B,0,No Urbana,Diputados MR,113,332,1,333,NO APLICA,NO APLICA,NO APLICA,125,8,16,129,4,11,26,0,1,0,-,-,-,2,0,0,0,-,-,-,-,0,9,333,331,402,44,NA,1,D,72a6bd86162655d503377f7c8c6de38b0f9c8a7fc0a3f9c022468bd7cf8c9929,06/06/2021 20:29:12,06/06/2021 21:19:21,06/06/2021 21:20:09,CASILLA,Móvil,Acta PREP,1
'010466C0100','010466C01002',1,AGUASCALIENTES,1,Jesús María,466,1,C,0,No Urbana,Diputados MR,118,328,0,328,NO APLICA,NO APLICA,NO APLICA,112,4,11,144,1,3,46,4,0,0,-,-,-,0,0,0,0,-,-,-,-,0,3,328,328,402,44,NA,1,D,e9474a52d1b050e92b3b2e73b1187e3cbd2edc96a3fbbdc166c5568be20a9c4e,06/06/2021 20:31:50,06/06/2021 21:15:29,06/06/2021 21:16:31,CASILLA,Móvil,Acta PREP,1
'010467B0100','010467B01002',1,AGUASCALIENTES,1,Jesús María,467,1,B,0,No Urbana,Diputados MR,322,450,2,452,NO APLICA,NO APLICA,NO APLICA,102,0,43,145,15,6,98,3,11,1,-,-,-,1,1,3,0,-,-,-,-,0,18,452,447,730,44,NA,1,D,781c2db6a2dbe964b2cfda149483cebecb7ae454f94ee294873bad5f23270a7c,07/06/2021 04:22:00,07/06/2021 04:27:08,07/06/2021 04:27:45,CATD,Escáner,Acta PREP,1
'010467C0100','010467C01002',1,AGUASCALIENTES,1,Jesús María,467,1,C,0,No Urbana,Diputados MR,317,452,4,456,NO APLICA,NO APLICA,NO APLICA,100,20,39,136,18,8,94,4,6,1,-,-,-,0,6,0,0,-,-,-,-,0,24,456,456,729,44,NA,1,D,782a65b53b76487662c8b24deac832aa72cd631ab62008553385ba0c668f9a23,07/06/2021 06:22:00,07/06/2021 06:26:14,07/06/2021 06:27:20,CATD,Escáner,Acta PREP,1
'010467C0200','010467C02002',1,AGUASCALIENTES,1,Jesús María,467,2,C,0,No Urbana,Diputados MR,Sin dato,Sin dato,Sin dato,465,NO APLICA,NO APLICA,NO APLICA,110,17,34,151,5,2,101,7,9,2,-,-,-,5,0,0,0,-,-,-,-,0,22,465,465,729,44,NA,1,D,75aa760e91d62546c069165ddf3ceef93a08abe6bd4e0b7976009d94835e370a,07/06/2021 06:22:00,07/06/2021 06:29:07,07/06/2021 06:29:36,CATD,Escáner,Acta PREP,1
'010468B0100','010468B01002',1,AGUASCALIENTES,1,Jesús María,468,1,B,0,No Urbana,Diputados MR,167,307,5,312,NO APLICA,NO APLICA,NO APLICA,53,3,27,163,3,2,29,2,8,2,-,-,-,0,0,5,0,-,-,-,-,0,15,312,312,435,44,NA,1,D,f70762db2223709af2ba5944004566293c07f8f5bf1310a9d2050b6b6b0d9ba7,06/06/2021 21:23:53,06/06/2021 21:51:45,06/06/2021 21:52:23,CASILLA,Móvil,Acta PREP,1
'010468C0100','010468C01002',1,AGUASCALIENTES,1,Jesús María,468,1,C,0,No Urbana,Diputados MR,157,Sin dato,2,Sin dato,NO APLICA,NO APLICA,NO APLICA,83,4,13,139,2,4,42,3,9,6,-,-,-,Sin dato,Sin dato,6,Sin dato,-,-,-,-,Sin dato,9,Sin dato,320,435,44,['Sin dato'],1,D,482eabe2bb5d1a30859b39087c335d7e74a686c975c85419d7beea89dc73a5f2,07/06/2021 05:34:00,07/06/2021 05:39:15,07/06/2021 05:40:58,CATD,Escáner,Acta PREP,3
'010469B0100','010469B01002',1,AGUASCALIENTES,1,Jesús María,469,1,B,0,Urbana,Diputados MR,270,486,10,496,NO APLICA,NO APLICA,NO APLICA,137,8,46,124,5,12,132,3,5,2,-,-,-,0,0,5,0,-,-,-,-,0,17,496,496,722,44,NA,1,D,23a3d062ee65a09b449795cfade0ca047c8e267fefafd5c2e3c7e2193312e949,06/06/2021 20:37:16,06/06/2021 21:06:09,06/06/2021 21:06:51,CASILLA,Móvil,Acta PREP,1
'010469C0100','010469C01002',1,AGUASCALIENTES,1,Jesús María,469,1,C,0,Urbana,Diputados MR,281,479,6,485,NO APLICA,NO APLICA,NO APLICA,130,10,47,120,2,10,145,3,3,3,-,-,-,0,0,5,0,-,-,-,-,1,6,485,485,722,44,NA,1,D,4a0e2f8f06bc2f70675ba93dce828572434ed6c108c2e0b0711a1b6f21d2b028,06/06/2021 21:39:18,06/06/2021 21:54:18,06/06/2021 21:54:48,CASILLA,Móvil,Acta PREP,1
'010469C0200','010469C02002',1,AGUASCALIENTES,1,Jesús María,469,2,C,0,Urbana,Diputados MR,291,472,2,473,NO APLICA,NO APLICA,NO APLICA,174,6,36,122,3,15,89,6,3,3,-,-,-,0,0,7,0,-,-,-,-,0,9,473,473,721,44,NA,1,D,4432c0a6d6fc34cda296a3de9fc41101a2fa14dcc5d4f1d54509e74263f4a31c,06/06/2021 21:13:20,06/06/2021 21:26:32,06/06/2021 21:27:11,CASILLA,Móvil,Acta PREP,1
'010469C0300','010469C03002',1,AGUASCALIENTES,1,Jesús María,469,3,C,0,Urbana,Diputados MR,291,473,1,474,NO APLICA,NO APLICA,NO APLICA,164,7,50,118,2,18,84,3,3,0,-,-,-,0,2,5,1,-,-,-,-,0,17,474,474,721,44,NA,1,D,5cdfaf242e96cc661e1bcacc1171498db0366fa0679841f9f0e7275f8c7e4625,06/06/2021 21:45:29,06/06/2021 22:08:14,06/06/2021 22:09:01,CASILLA,Móvil,Acta PREP,1
'010470B0100','010470B01002',1,AGUASCALIENTES,1,Jesús María,470,1,B,0,No Urbana,Diputados MR,318,386,4,392,NO APLICA,NO APLICA,NO APLICA,184,77,3,5,1,4,92,3,5,2,-,-,-,0,0,2,0,-,-,-,-,0,14,392,392,666,44,NA,1,D,48f86c7dc0670126404dc05eeb1d573404c0fcf953e80ea6d76899fe22ff7814,07/06/2021 04:03:00,07/06/2021 04:11:14,07/06/2021 04:11:53,CATD,Escáner,Acta PREP,1
'010470C0100','010470C01002',1,AGUASCALIENTES,1,Jesús María,470,1,C,0,No Urbana,Diputados MR,300,406,4,410,NO APLICA,NO APLICA,NO APLICA,203,77,4,7,4,3,98,2,3,2,-,-,-,1,0,0,0,-,-,-,-,0,6,410,410,666,44,NA,1,D,38b2e9c2b9e4e9b1ba1c04c2f294becc576197ac6a7b6b61256ecb60a772fbd5,06/06/2021 23:31:05,06/06/2021 23:33:24,06/06/2021 23:33:56,CASILLA,Móvil,Acta PREP,1
'010470S0100','010470S01003',1,AGUASCALIENTES,1,Jesús María,470,1,S,0,No Urbana,Diputados MR Especiales,855,117,-,72,NO APLICA,NO APLICA,NO APLICA,20,8,0,6,1,0,30,0,1,2,-,-,-,0,0,1,0,-,-,-,-,0,3,72,72,0,44,NA,1,D,31a1dfc0cac2e430a4cca145db4b8cd94a7f1a37eae7745e403009f0e424496d,07/06/2021 04:18:00,07/06/2021 04:21:40,07/06/2021 04:22:17,CATD,Escáner,Acta PREP,1
'010470S0100','010470S01004',1,AGUASCALIENTES,1,Jesús María,470,1,S,0,No Urbana,Diputados RP,855,Sin dato,-,188,NO APLICA,NO APLICA,NO APLICA,74,18,3,6,7,3,63,0,3,3,-,-,-,-,-,-,-,-,-,-,-,0,0,188,180,0,44,NA,1,D,eb3faedccd87018309bf2aebe85cc5f79d1d95094479a40c9e9e668743e3ff3c,07/06/2021 04:18:00,07/06/2021 04:26:32,07/06/2021 04:27:14,CATD,Escáner,Acta PREP,1
'010471B0100','010471B01002',1,AGUASCALIENTES,1,Jesús María,471,1,B,0,Urbana,Diputados MR,279,300,7,307,NO APLICA,NO APLICA,NO APLICA,109,101,2,9,1,2,61,5,3,2,-,-,-,0,1,0,0,-,-,-,-,0,11,307,307,542,44,NA,1,D,4e110989a449b9d0d48411e780e4dc64b855f0d19edf27dc8c28b6d4695bd050,06/06/2021 20:18:51,06/06/2021 22:10:32,06/06/2021 22:10:59,CASILLA,Móvil,Acta PREP,1
'010471C0100','010471C01002',1,AGUASCALIENTES,1,Jesús María,471,1,C,0,Urbana,Diputados MR,249,327,9,336,NO APLICA,NO APLICA,NO APLICA,167,76,1,5,1,1,67,1,2,2,-,-,-,0,1,0,1,-,-,-,-,0,10,336,335,541,44,NA,1,D,44f8bf5d1646205b96520a4a9249e25a6cda4a0c10728d578f6176ab1603d66c,06/06/2021 20:53:09,06/06/2021 21:24:42,06/06/2021 21:25:17,CASILLA,Móvil,Acta PREP,1
'010471C0200','010471C02002',1,AGUASCALIENTES,1,Jesús María,471,2,C,0,Urbana,Diputados MR,254,325,6,331,NO APLICA,NO APLICA,NO APLICA,90,100,2,13,3,1,104,5,1,4,-,-,-,0,0,0,0,-,-,-,-,0,8,331,331,541,44,NA,1,D,ccc71b0dd92e2cc97a0a2b53f9ccc9df100f1df9db2b1be8ea96901bd8a2bd07,06/06/2021 23:21:55,06/06/2021 23:25:51,06/06/2021 23:26:31,CASILLA,Móvil,Acta PREP,1
'010472B0100','010472B01002',1,AGUASCALIENTES,1,Jesús María,472,1,B,0,Urbana,Diputados MR,270,484,5,489,NO APLICA,NO APLICA,NO APLICA,183,117,4,3,4,6,123,4,6,5,-,-,-,1,0,0,0,-,-,-,-,1,22,489,479,715,44,NA,1,D,39c719bb6e5052ed8bd8b9621b036cccdf8c6d9ae0cafa9ec5f84e9780744e9e,06/06/2021 21:46:04,06/06/2021 22:10:14,06/06/2021 22:10:55,CASILLA,Móvil,Acta PREP,1
'010472C0100','010472C01002',1,AGUASCALIENTES,1,Jesús María,472,1,C,0,Urbana,Diputados MR,301,450,8,458,NO APLICA,NO APLICA,NO APLICA,185,124,4,7,3,4,111,4,3,2,-,-,-,0,1,1,0,-,-,-,-,0,9,458,458,715,44,NA,1,D,825c5c1313a01ec13d80629970d581cbea73d12121b3db91ab0896ee82acff79,06/06/2021 21:55:48,06/06/2021 22:21:05,06/06/2021 22:21:28,CASILLA,Móvil,Acta PREP,1
'010473B0100','010473B01002',1,AGUASCALIENTES,1,Jesús María,473,1,B,0,No Urbana,Diputados MR,373,409,7,416,NO APLICA,NO APLICA,NO APLICA,112,120,2,25,9,7,111,7,5,4,-,-,-,2,0,1,0,-,-,-,-,1,9,416,415,745,44,NA,1,D,803b66d252b6d96a766c3ee00a8f1f7b0412e607c2a52fe91c487fbbc09c4976,06/06/2021 22:00:43,06/06/2021 22:08:44,06/06/2021 22:09:14,CASILLA,Móvil,Acta PREP,1
'010473C0100','010473C01002',1,AGUASCALIENTES,1,Jesús María,473,1,C,0,No Urbana,Diputados MR,371,410,8,418,NO APLICA,NO APLICA,NO APLICA,139,118,2,15,6,1,101,6,5,4,-,-,-,0,0,1,0,-,-,-,-,0,20,418,418,745,44,NA,1,D,8dbd7e92ee8c7528422b80637991dd2ac49052de9f6194e70729d61b93b9308b,06/06/2021 22:45:03,06/06/2021 22:49:32,06/06/2021 22:50:22,CASILLA,Móvil,Acta PREP,1
'010473C0200','010473C02002',1,AGUASCALIENTES,1,Jesús María,473,2,C,0,No Urbana,Diputados MR,402,379,8,387,NO APLICA,NO APLICA,NO APLICA,140,117,1,14,4,5,80,9,3,2,-,-,-,0,0,0,0,-,-,-,-,0,12,387,387,745,44,NA,1,D,46ac0f6878ddad6004c6c5825a436e2911c1fb791e59c88fa4938b2ed4cea196,06/06/2021 21:40:50,06/06/2021 21:58:28,06/06/2021 21:58:57,CASILLA,Móvil,Acta PREP,1
