clave_casilla,clave_acta,id_estado,estado,id_distrito_federal,distrito_federal,seccion,id_casilla,tipo_casilla,ext_contigua,ubicacion_casilla,tipo_acta,total_boletas_sobrantes,total_personas_votaron,total_rep_partido_ci_votaron,total_votos_sacados,codigos_entregados_pmdc,codigos_sobrantes,codigos_utilizados,pan,pri,prd,pvem,pt,mc,morena,pes,rsp,fxm,cand_ind_1,cand_ind_2,cand_ind_3,pan_pri_prd,pan_pri,pan_prd,pri_prd,pvem_pt_morena,pvem_pt,pvem_morena,pt_morena,no_registrados,nulos,total_votos_asentado,total_votos_calculados,lista_nominal,representantes_pp_ci,observaciones,contabilizada,mecanismos_traslado,sha,fecha_hora_acopio,fecha_hora_captura,fecha_hora_verificacion,origen,digitalizacion,tipo_documento,cotejada
'010353C0200','010353C02002',1,AGUASCALIENTES,1,Jesús María,353,2,C,0,No Urbana,Diputados MR,199,387,0,386,NO APLICA,NO APLICA,NO APLICA,91,13,6,2,12,2,242,3,4,2,-,-,-,0,0,0,0,-,-,-,-,0,9,0,386,543,44,NA,1,D,feba8b9aba7a996b72d17c720380ce6b9bff77fabdde9df9e3c9dcdeb0133141,07/06/2021 02:49:00,07/06/2021 02:55:20,07/06/2021 02:55:53,CATD,Escáner,Acta PREP,1
'010354B0100','010354B01002',1,AGUASCALIENTES,1,Jesús María,354,1,B,0,No Urbana,Diputados MR,321,452,0,453,NO APLICA,NO APLICA,NO APLICA,98,36,2,15,14,9,245,6,10,12,-,-,-,0,0,0,0,-,-,-,-,0,6,453,453,730,44,NA,1,D,b645e0004726beb14aac3ec18ba700ead1b10b5277a21218fb9ed84f285b838a,07/06/2021 02:51:00,07/06/2021 04:22:24,07/06/2021 04:22:52,CATD,Escáner,Acta PREP,1
'010354C0100','010354C01002',1,AGUASCALIENTES,1,Jesús María,354,1,C,0,No Urbana,Diputados MR,316,458,0,458,NO APLICA,NO APLICA,NO APLICA,85,37,1,11,12,15,274,5,7,7,-,-,-,0,0,0,0,-,-,-,-,0,4,458,458,730,44,NA,1,D,f2821262ff0e8a6a2887e99b4864f50ff14c28d400b4730ee419c8b7b57be65e,07/06/2021 02:51:00,07/06/2021 03:03:54,07/06/2021 03:04:38,CATD,Escáner,Acta PREP,1
'010355B0100','010355B01002',1,AGUASCALIENTES,1,Jesús María,355,1,B,0,No Urbana,Diputados MR,319,273,8,281,NO APLICA,NO APLICA,NO APLICA,122,25,2,7,0,5,76,2,1,27,-,-,-,1,0,1,0,-,-,-,-,0,12,281,281,552,44,NA,1,D,578181ff21438aef170adb93367d72320c0d63591d83fae85baa20d96f1b40e7,06/06/2021 21:25:09,06/06/2021 21:36:47,06/06/2021 21:37:31,CASILLA,Móvil,Acta PREP,1
'010355C0100','010355C01002',1,AGUASCALIENTES,1,Jesús María,355,1,C,0,No Urbana,Diputados MR,289,302,5,307,NO APLICA,NO APLICA,NO APLICA,142,39,2,4,0,9,58,3,3,35,-,-,-,0,0,0,0,-,-,-,-,2,10,307,307,552,44,NA,1,D,179557a19a359b86bd4c557dbb37d7baba79f260e9d40e68376e9f9179f5596a,06/06/2021 21:34:10,06/06/2021 21:57:21,06/06/2021 21:58:22,CASILLA,Móvil,Acta PREP,1
'010355C0200','010355C02002',1,AGUASCALIENTES,1,Jesús María,355,2,C,0,No Urbana,Diputados MR,279,306,10,315,NO APLICA,NO APLICA,NO APLICA,148,30,4,14,3,2,71,4,0,27,-,-,-,Sin dato,Sin dato,Sin dato,Sin dato,-,-,-,-,12,315,Sin dato,630,551,44,"['Excede Lista Nominal', 'Sin dato']",0,D,935493daad37b6bf9f688375d508d6b4ab9fb2a96309d0c264692b988cf9511a,06/06/2021 21:39:35,06/06/2021 22:16:53,06/06/2021 22:18:21,CASILLA,Móvil,Acta PREP,1
'010356B0100','010356B01002',1,AGUASCALIENTES,1,Jesús María,356,1,B,0,Urbana,Diputados MR,354,388,10,398,NO APLICA,NO APLICA,NO APLICA,186,30,6,10,6,15,90,4,4,32,-,-,-,0,0,0,0,-,-,-,-,0,0,398,383,708,44,NA,1,D,2574cb0a770d4ac1982abed064836cd6bb073e47c97674656e7f7f263aef0270,06/06/2021 22:34:07,06/06/2021 22:41:10,06/06/2021 22:42:12,CASILLA,Móvil,Acta PREP,1
'010356C0100','010356C01002',1,AGUASCALIENTES,1,Jesús María,356,1,C,0,Urbana,Diputados MR,363,381,7,388,NO APLICA,NO APLICA,NO APLICA,134,35,6,20,6,13,106,7,2,35,-,-,-,0,0,0,0,-,-,-,-,0,24,388,388,707,44,NA,1,D,5200ba65865e1a5cd0b4749c8d8fd0ef88edfdfa80a7c3a3064c93e7c9a93956,06/06/2021 22:13:26,06/06/2021 22:25:10,06/06/2021 22:25:51,CASILLA,Móvil,Acta PREP,1
'010356C0200','010356C02002',1,AGUASCALIENTES,1,Jesús María,356,2,C,0,Urbana,Diputados MR,397,344,10,354,NO APLICA,NO APLICA,NO APLICA,146,21,2,12,6,14,94,6,4,27,-,-,-,0,0,0,0,-,-,-,-,0,22,354,354,707,44,NA,1,D,fe0d507783e9576f2701d5ce0e101b1b0f00681d5cd34a75338f9ecc76b7b7e2,06/06/2021 20:58:45,06/06/2021 21:42:53,06/06/2021 21:43:15,CASILLA,Móvil,Acta PREP,1
'010356C0300','010356C03002',1,AGUASCALIENTES,1,Jesús María,356,3,C,0,Urbana,Diputados MR,376,370,5,Sin dato,NO APLICA,NO APLICA,NO APLICA,175,23,9,15,8,9,79,2,4,32,-,-,-,0,0,0,0,-,-,-,-,0,19,Sin dato,375,707,44,NA,1,D,07250be39ca088b9213b4c1794ddb1500410c581c5c229a137f5d72872289bd4,07/06/2021 03:21:00,07/06/2021 03:27:37,07/06/2021 03:28:27,CATD,Escáner,Acta PREP,1
'010357B0100','010357B01002',1,AGUASCALIENTES,1,Jesús María,357,1,B,0,No Urbana,Diputados MR,324,309,12,Sin dato,NO APLICA,NO APLICA,NO APLICA,137,43,1,8,5,7,57,5,2,46,-,-,-,0,0,0,0,-,-,-,-,0,10,321,321,601,44,NA,1,D,3992485059c0252de4480b16574bc90340a3b60efbab48ac903e1f6841866844,07/06/2021 00:58:00,07/06/2021 01:01:52,07/06/2021 01:02:38,CATD,Escáner,Acta PREP,1
'010357C0100','010357C01002',1,AGUASCALIENTES,1,Jesús María,357,1,C,0,No Urbana,Diputados MR,339,291,11,305,NO APLICA,NO APLICA,NO APLICA,122,32,5,9,7,9,59,4,3,38,-,-,-,1,0,0,0,-,-,-,-,Sin dato,16,305,305,601,44,['Sin dato'],1,D,f5a6937d596134e362f88e2e9ccc9b3d496be652f11b86aed885fae85a41570e,07/06/2021 00:49:00,07/06/2021 00:53:47,07/06/2021 00:54:33,CATD,Escáner,Acta PREP,1
'010357C0200','010357C02002',1,AGUASCALIENTES,1,Jesús María,357,2,C,0,No Urbana,Diputados MR,326,305,14,319,NO APLICA,NO APLICA,NO APLICA,138,34,9,10,1,4,69,6,3,33,-,-,-,0,1,0,0,-,-,-,-,1,10,319,319,601,44,NA,1,D,19010a60d4791185e1b7a96cd383dee44906545cf4ffcf356751a374e69540ee,07/06/2021 00:54:00,07/06/2021 00:56:53,07/06/2021 00:57:46,CATD,Escáner,Acta PREP,1
'010358B0100','010358B01002',1,AGUASCALIENTES,1,Jesús María,358,1,B,0,Urbana,Diputados MR,395,370,6,376,NO APLICA,NO APLICA,NO APLICA,158,29,7,22,7,11,82,1,2,44,-,-,-,0,0,0,1,-,-,-,-,0,12,376,376,727,44,NA,1,D,506c880db4ca0efc1c86b82b192538173152f5305529a368bf5b60238083d4dc,07/06/2021 03:26:00,07/06/2021 03:31:15,07/06/2021 03:32:06,CATD,Escáner,Acta PREP,3
'010358C0100','010358C01002',1,AGUASCALIENTES,1,Jesús María,358,1,C,0,Urbana,Diputados MR,397,Sin dato,Sin dato,Sin dato,NO APLICA,NO APLICA,NO APLICA,153,17,7,13,4,12,48,2,3,41,-,-,-,1,1,Sin dato,Sin dato,-,-,-,-,Sin dato,21,375,323,727,44,['Sin dato'],1,D,26d92a91d2abbeaead2532c71aa5af5f8a04dec9897bfd6266fc8f6d56641544,06/06/2021 20:47:02,06/06/2021 21:51:51,06/06/2021 21:52:19,CASILLA,Móvil,Acta PREP,1
'010358C0200','010358C02002',1,AGUASCALIENTES,1,Jesús María,358,2,C,0,Urbana,Diputados MR,407,356,8,364,NO APLICA,NO APLICA,NO APLICA,157,15,9,18,8,80,3,0,42,0,-,-,-,0,0,0,0,-,-,-,-,20,364,364,716,727,44,NA,1,D,f1fcde3a70678497ff5b2a03d9378674fec4c3d4776cb6018da4200df8a7a3ad,07/06/2021 03:19:00,07/06/2021 03:43:18,07/06/2021 03:45:20,CATD,Escáner,Acta PREP,1
'010358C0300','010358C03002',1,AGUASCALIENTES,1,Jesús María,358,3,C,0,Urbana,Diputados MR,424,335,10,347,NO APLICA,NO APLICA,NO APLICA,138,18,6,12,6,21,81,2,1,39,-,-,-,0,0,0,0,-,-,-,-,0,23,Ilegible,347,727,44,NA,1,D,a98565b3850a5c03fee575098dbbd3868e4b663976282e08cbdfbe326b64b935,07/06/2021 03:15:00,07/06/2021 03:19:02,07/06/2021 03:19:31,CATD,Escáner,Acta PREP,1
'010358C0400','010358C04002',1,AGUASCALIENTES,1,Jesús María,358,4,C,0,Urbana,Diputados MR,408,355,Ilegible,Ilegible,NO APLICA,NO APLICA,NO APLICA,150,31,3,15,5,15,91,4,2,25,-,-,-,0,0,1,0,-,-,-,-,0,21,363,363,727,44,NA,1,D,5076c06c055cbca11ce737bbc1bc50730206d3902ee1848fd8adff71ab749cb7,06/06/2021 20:58:11,06/06/2021 21:12:30,06/06/2021 21:13:10,CASILLA,Móvil,Acta PREP,1
'010359B0100','010359B01002',1,AGUASCALIENTES,1,Jesús María,359,1,B,0,Urbana,Diputados MR,322,267,10,277,NO APLICA,NO APLICA,NO APLICA,109,21,8,11,4,11,65,6,1,30,-,-,-,0,0,0,0,-,-,-,-,1,10,277,277,555,44,NA,1,D,d205545397f8f7f6d338b42b9d48a6ae3191a8974fbfa9ffed88810387e866cc,07/06/2021 02:24:00,07/06/2021 02:26:54,07/06/2021 02:27:16,CATD,Escáner,Acta PREP,1
'010359C0100','010359C01002',1,AGUASCALIENTES,1,Jesús María,359,1,C,0,Urbana,Diputados MR,329,269,11,269,NO APLICA,NO APLICA,NO APLICA,102,15,4,12,11,12,57,4,3,41,-,-,-,0,0,0,0,-,-,-,-,0,8,269,269,554,44,NA,1,D,b728c249e90b39619d2a722da798a7dcd425a3dfbb822bb919617f47b24636d6,07/06/2021 02:33:00,07/06/2021 02:41:21,07/06/2021 02:42:00,CATD,Escáner,Acta PREP,1
'010360B0100','010360B01002',1,AGUASCALIENTES,1,Jesús María,360,1,B,0,Urbana,Diputados MR,256,194,7,201,NO APLICA,NO APLICA,NO APLICA,63,17,7,10,0,8,63,3,1,20,-,-,-,Sin dato,Sin dato,Sin dato,Sin dato,-,-,-,-,Sin dato,9,201,201,413,44,['Sin dato'],1,D,e9b3ac58278f50cd0da4702c25bb415e20ff28fbad1f5c00f3e6833149d3dc6e,07/06/2021 03:16:00,07/06/2021 03:20:53,07/06/2021 03:21:42,CATD,Escáner,Acta PREP,1
'010360C0100','010360C01002',1,AGUASCALIENTES,1,Jesús María,360,1,C,0,Urbana,Diputados MR,247,209,7,247,NO APLICA,NO APLICA,NO APLICA,84,23,2,11,4,14,44,0,0,17,-,-,-,1,0,0,0,-,-,-,-,0,0,0,200,412,44,NA,1,D,bca77ffa636f131ace80a65adb1050d3e515fa4e1ed773d4b2ed3bf22a017325,07/06/2021 03:13:00,07/06/2021 03:17:24,07/06/2021 03:18:25,CATD,Escáner,Acta PREP,1
'010361B0100','010361B01002',1,AGUASCALIENTES,1,Jesús María,361,1,B,0,Urbana,Diputados MR,308,367,8,367,NO APLICA,NO APLICA,NO APLICA,142,33,3,24,4,9,106,3,2,23,-,-,-,0,0,0,0,-,-,-,-,0,18,367,367,631,44,NA,1,D,eb3ab89085ec4b217ab3a52626f9f554425425a7d2a03bbdeb71fa7c1aba437b,06/06/2021 22:43:17,06/06/2021 23:23:33,06/06/2021 23:24:02,CASILLA,Móvil,Acta PREP,1
'010361C0100','010361C01002',1,AGUASCALIENTES,1,Jesús María,361,1,C,0,Urbana,Diputados MR,334,331,9,340,NO APLICA,NO APLICA,NO APLICA,145,37,3,20,4,7,79,1,3,29,-,-,-,0,0,0,0,-,-,-,-,1,11,340,340,630,44,NA,1,D,dd7709b74d8304962033e915a07193dfe1b7f37066d21412c53cac2b05d1a1ab,06/06/2021 22:39:11,06/06/2021 22:44:34,06/06/2021 22:45:00,CASILLA,Móvil,Acta PREP,1
'010361C0200','010361C02002',1,AGUASCALIENTES,1,Jesús María,361,2,C,0,Urbana,Diputados MR,335,333,6,339,NO APLICA,NO APLICA,NO APLICA,156,22,2,6,8,15,95,4,0,22,-,-,-,0,0,0,0,-,-,-,-,0,9,339,339,630,44,NA,1,D,bbe7a92ed638cfa002f895417a67870d9279d0c4bf7180da2eb82578d7f7d5c1,07/06/2021 03:20:00,07/06/2021 03:32:55,07/06/2021 03:33:16,CATD,Escáner,Acta PREP,1
'010362B0100','010362B01002',1,AGUASCALIENTES,1,Jesús María,362,1,B,0,Urbana,Diputados MR,314,314,10,324,NO APLICA,NO APLICA,NO APLICA,132,14,2,13,6,10,101,1,2,31,-,-,-,0,0,0,0,-,-,-,-,0,12,324,324,594,44,NA,1,D,6aa0be67b66b9d938f150287ed642c8dd2bdfc16f0df4b27d2e3903eb28a0db3,06/06/2021 20:15:57,06/06/2021 20:18:13,06/06/2021 20:19:00,CASILLA,Móvil,Acta PREP,1
'010362C0100','010362C01002',1,AGUASCALIENTES,1,Jesús María,362,1,C,0,Urbana,Diputados MR,347,293,7,300,NO APLICA,NO APLICA,NO APLICA,145,19,7,15,3,6,60,3,1,34,-,-,-,0,1,0,0,-,-,-,-,0,6,300,300,594,44,NA,1,D,17b1b0beafd15bc1423b8ce8943d0af8056f3323ff24cf6b191fe9b67997b52e,06/06/2021 20:32:58,06/06/2021 20:55:44,06/06/2021 20:56:29,CASILLA,Móvil,Acta PREP,1
'010362C0200','010362C02002',1,AGUASCALIENTES,1,Jesús María,362,2,C,0,Urbana,Diputados MR,294,332,10,342,NO APLICA,NO APLICA,NO APLICA,157,34,3,9,2,12,77,4,4,21,-,-,-,0,0,1,0,-,-,-,-,0,18,342,342,593,44,NA,1,D,53061e26a3edaa30ccb9e6e9d4d59979dee81bd4810510700bc23a87a716aa7d,06/06/2021 21:38:52,06/06/2021 22:33:19,06/06/2021 22:33:47,CASILLA,Móvil,Acta PREP,1
'010362C0300','010362C03002',1,AGUASCALIENTES,1,Jesús María,362,3,C,0,Urbana,Diputados MR,299,333,5,338,NO APLICA,NO APLICA,NO APLICA,154,24,4,11,5,7,66,4,6,36,-,-,-,0,0,0,0,-,-,-,-,0,21,338,338,593,44,NA,1,D,7ac0c64f921ae577e13862b583fecae22958890ee053df1829e45d6ae27cf8c4,06/06/2021 20:26:53,06/06/2021 20:33:15,06/06/2021 20:34:36,CASILLA,Móvil,Acta PREP,1
'010362S0100','010362S01003',1,AGUASCALIENTES,1,Jesús María,362,1,S,0,Urbana,Diputados MR Especiales,823,120,-,120,NO APLICA,NO APLICA,NO APLICA,38,7,2,8,4,4,37,2,4,10,-,-,-,0,0,0,0,-,-,-,-,0,4,120,120,0,44,NA,1,D,9b1edc204f69375ceadec63dbdd20ed2f7a998911932314ca37b16df5cbc3411,07/06/2021 03:20:00,07/06/2021 03:31:26,07/06/2021 03:32:17,CATD,Escáner,Acta PREP,1
'010362S0100','010362S01004',1,AGUASCALIENTES,1,Jesús María,362,1,S,0,Urbana,Diputados RP,Sin dato,Sin dato,-,Sin dato,NO APLICA,NO APLICA,NO APLICA,51,6,3,3,2,4,24,2,0,6,-,-,-,-,-,-,-,-,-,-,-,0,4,103,105,0,44,NA,1,D,070cfaa7d7dc3bbeed01a847f7c69ffd65c98c97f87635c088ff17ff6bb5473c,07/06/2021 03:18:00,07/06/2021 03:25:15,07/06/2021 03:25:42,CATD,Escáner,Acta PREP,3
'010363B0100','010363B01002',1,AGUASCALIENTES,1,Jesús María,363,1,B,0,Urbana,Diputados MR,Sin dato,Sin dato,Sin dato,Sin dato,NO APLICA,NO APLICA,NO APLICA,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,-,-,-,Sin dato,Sin dato,Sin dato,Sin dato,-,-,-,-,Sin dato,Sin dato,Sin dato,0,677,44,['Todos los campos vacíos'],0,D,cd8115494976fd81a16a773f38989155ab9b364dc4f21e96bcc431543f33ee82,07/06/2021 03:25:00,07/06/2021 03:28:27,07/06/2021 03:29:09,CATD,Escáner,Acta PREP,1
'010363C0100','010363C01002',1,AGUASCALIENTES,1,Jesús María,363,1,C,0,Urbana,Diputados MR,339,375,7,382,NO APLICA,NO APLICA,NO APLICA,158,23,10,26,9,17,76,3,4,43,-,-,-,1,0,1,0,-,-,-,-,0,11,382,382,677,44,NA,1,D,e6de452fb7bbd2aafc3554f11c6e2572a0f49f3e014e24001d78f662b3cae5c8,06/06/2021 20:48:55,06/06/2021 21:05:48,06/06/2021 21:09:18,CASILLA,Móvil,Acta PREP,1
'010363C0200','010363C02002',1,AGUASCALIENTES,1,Jesús María,363,2,C,0,Urbana,Diputados MR,338,383,0,383,NO APLICA,NO APLICA,NO APLICA,169,42,6,19,7,11,82,3,2,34,-,-,-,0,0,0,0,-,-,-,-,0,8,383,383,677,44,NA,1,D,8b8af4e218b9e4b4f02eba335a1b931fe3e319926d429a37acfe1f6532951f9b,07/06/2021 03:26:00,07/06/2021 03:36:09,07/06/2021 03:36:54,CATD,Escáner,Acta PREP,1
'010364B0100','010364B01002',1,AGUASCALIENTES,1,Jesús María,364,1,B,0,No Urbana,Diputados MR,392,294,4,298,NO APLICA,NO APLICA,NO APLICA,169,26,5,10,10,13,44,3,1,6,-,-,-,1,1,0,0,-,-,-,-,0,9,298,298,646,44,NA,1,D,fb991086f9fc73c1f579e27cbabde6921c0127c381acc800ab776cbddb16c2d0,07/06/2021 07:15:00,07/06/2021 07:19:47,07/06/2021 07:20:34,CATD,Escáner,Acta PREP,1
'010365B0100','010365B01002',1,AGUASCALIENTES,1,Jesús María,365,1,B,0,No Urbana,Diputados MR,222,186,0,186,NO APLICA,NO APLICA,NO APLICA,72,15,5,18,6,5,52,2,2,6,-,-,-,0,0,0,0,-,-,-,-,0,3,186,186,364,44,NA,1,D,9d371c76b9e37dceeadc5f82114934424504779d22dcfdbab90d2088a89b13fb,06/06/2021 20:06:38,06/06/2021 20:21:56,06/06/2021 20:22:40,CASILLA,Móvil,Acta PREP,1
'010366B0100','010366B01002',1,AGUASCALIENTES,1,Jesús María,366,1,B,0,No Urbana,Diputados MR,412,318,4,322,NO APLICA,NO APLICA,NO APLICA,145,23,5,15,5,5,74,11,6,17,-,-,-,0,3,0,0,-,-,-,-,0,13,322,322,690,44,NA,1,D,05ca3e72437f3c7099cd316b217ed2dc79ece56c698957c6a70076b4c661b124,07/06/2021 07:16:00,07/06/2021 07:19:40,07/06/2021 07:20:23,CATD,Escáner,Acta PREP,1
'010367B0100','010367B01002',1,AGUASCALIENTES,1,Jesús María,367,1,B,0,No Urbana,Diputados MR,308,331,4,335,NO APLICA,NO APLICA,NO APLICA,122,34,3,12,6,11,99,4,3,26,-,-,-,0,0,0,0,-,-,-,-,0,15,335,335,599,44,NA,1,D,53c81d201dc670cc3c45ffd60927e77a6835f8683b7b71f1654041e39c69694d,07/06/2021 07:17:00,07/06/2021 07:20:49,07/06/2021 07:21:28,CATD,Escáner,Acta PREP,1
'010367C0100','010367C01002',1,AGUASCALIENTES,1,Jesús María,367,1,C,0,No Urbana,Diputados MR,322,319,2,321,NO APLICA,NO APLICA,NO APLICA,141,16,3,13,6,8,76,3,3,34,-,-,-,0,1,1,0,-,-,-,-,0,16,321,321,599,44,NA,1,D,5913bd21dc68a8ff8cfe8f8186134ec034d9c7d6543cea59142765f8811a0e4a,06/06/2021 21:48:19,06/06/2021 21:54:01,06/06/2021 21:54:35,CASILLA,Móvil,Acta PREP,1
'010367C0200','010367C02002',1,AGUASCALIENTES,1,Jesús María,367,2,C,0,No Urbana,Diputados MR,311,328,3,331,NO APLICA,NO APLICA,NO APLICA,141,19,4,12,4,12,84,3,2,36,-,-,-,1,0,2,0,-,-,-,-,0,11,331,331,598,44,NA,1,D,f464e92124c59a34ce8714e04cade9f32ba0555c40357ea3e0b83c58f213e64a,07/06/2021 07:17:00,07/06/2021 07:21:31,07/06/2021 07:23:03,CATD,Escáner,Acta PREP,1
'010369B0100','010369B01002',1,AGUASCALIENTES,1,Jesús María,369,1,B,0,No Urbana,Diputados MR,276,209,5,214,NO APLICA,NO APLICA,NO APLICA,83,10,4,9,7,7,56,10,8,9,-,-,-,0,2,0,0,-,-,-,-,0,9,214,214,446,44,NA,1,D,b329287847d9c0c019c229b6c65fe65102ceb0fd439f6113662a1e1a8242ad49,06/06/2021 19:53:07,06/06/2021 19:55:56,06/06/2021 19:56:51,CASILLA,Móvil,Acta PREP,1
'010370B0100','010370B01002',1,AGUASCALIENTES,1,Jesús María,370,1,B,0,No Urbana,Diputados MR,384,353,5,358,NO APLICA,NO APLICA,NO APLICA,128,22,7,18,7,14,110,12,3,13,-,-,-,1,1,0,0,-,-,-,-,1,21,358,358,698,44,NA,1,D,5903bf0d78371a6cfcb4e30891f16782ef3a1a8f25876eeb4a465558cedc8671,07/06/2021 07:18:00,07/06/2021 07:22:59,07/06/2021 07:23:37,CATD,Escáner,Acta PREP,1
'010370C0100','010370C01002',1,AGUASCALIENTES,1,Jesús María,370,1,C,0,No Urbana,Diputados MR,391,342,7,350,NO APLICA,NO APLICA,NO APLICA,126,19,6,18,6,8,120,9,6,7,-,-,-,1,1,1,0,-,-,-,-,0,22,350,350,697,44,NA,1,D,52d1062a497064f62496630fc0a2d42a616f15dd1fe6e8a5402871122d8daa81,07/06/2021 07:18:00,07/06/2021 09:06:06,07/06/2021 09:07:29,CATD,Escáner,Acta PREP,1
'010371B0100','010371B01002',1,AGUASCALIENTES,1,Jesús María,371,1,B,0,No Urbana,Diputados MR,351,250,8,258,NO APLICA,NO APLICA,NO APLICA,102,18,2,11,4,17,61,8,3,17,-,-,-,1,0,1,0,-,-,-,-,0,13,258,258,565,44,NA,1,D,c6c026119118ffcb9ecea8a47a3ee00c5ddd06189f489fa9186371c40387ba92,07/06/2021 01:52:00,07/06/2021 01:55:00,07/06/2021 01:55:40,CATD,Escáner,Acta PREP,1
'010371C0100','010371C01002',1,AGUASCALIENTES,1,Jesús María,371,1,C,0,No Urbana,Diputados MR,344,265,0,265,NO APLICA,NO APLICA,NO APLICA,125,13,2,16,7,10,56,6,1,15,-,-,-,0,1,0,0,-,-,-,-,0,13,Sin dato,265,565,44,NA,1,D,a1e473b663df1b35e178b8dca774d14be71eb2cc4f79e209c8dc30ad7bb86186,07/06/2021 01:49:00,07/06/2021 01:53:49,07/06/2021 01:54:32,CATD,Escáner,Acta PREP,1
'010372B0100','010372B01002',1,AGUASCALIENTES,1,Jesús María,372,1,B,0,No Urbana,Diputados MR,333,272,8,280,NO APLICA,NO APLICA,NO APLICA,146,10,3,11,1,11,60,7,6,13,-,-,-,0,0,1,0,-,-,-,-,0,11,280,280,569,44,NA,1,D,ac48b57dc99db2cb8d828d807aba539d0765f22acc171d3cb77c542bc3e7d7e5,07/06/2021 01:56:00,07/06/2021 02:00:02,07/06/2021 02:01:42,CATD,Escáner,Acta PREP,1
'010372C0100','010372C01002',1,AGUASCALIENTES,1,Jesús María,372,1,C,0,No Urbana,Diputados MR,340,261,12,273,NO APLICA,NO APLICA,NO APLICA,131,15,1,4,3,41,68,5,1,19,-,-,-,0,0,0,0,-,-,-,-,0,12,273,300,569,44,NA,1,D,5ddb81344aac57889266224698c551ad64ea72e36c011e86dc57bc2a9f04f5a0,07/06/2021 01:59:00,07/06/2021 02:13:14,07/06/2021 02:13:37,CATD,Escáner,Acta PREP,1
'010373B0100','010373B01002',1,AGUASCALIENTES,1,Jesús María,373,1,B,0,No Urbana,Diputados MR,243,247,5,252,NO APLICA,NO APLICA,NO APLICA,128,15,1,7,4,15,36,3,3,20,-,-,-,0,1,1,0,-,-,-,-,0,18,252,252,451,44,NA,1,D,4f8b99218f8ae97b261435076050328fdf1e0570aaefb5df71e87f39fa07fe10,07/06/2021 00:51:00,07/06/2021 00:54:47,07/06/2021 00:55:30,CATD,Escáner,Acta PREP,1
'010373C0100','010373C01002',1,AGUASCALIENTES,1,Jesús María,373,1,C,0,No Urbana,Diputados MR,183,299,8,307,NO APLICA,NO APLICA,NO APLICA,102,32,3,13,5,9,66,4,3,42,-,-,-,1,1,0,0,-,-,-,-,0,26,307,307,450,44,NA,1,D,de292cf0667139477f11c7dc0121449a5f09ca31072ca21744fcaa2e6ad3f1fc,07/06/2021 00:50:00,07/06/2021 00:54:00,07/06/2021 00:54:46,CATD,Escáner,Acta PREP,1
'010373E0100','010373E01002',1,AGUASCALIENTES,1,Jesús María,373,1,E,0,No Urbana,Diputados MR,379,334,8,Sin dato,NO APLICA,NO APLICA,NO APLICA,138,35,4,23,8,11,88,5,3,14,-,-,-,0,0,0,0,-,-,-,-,Sin dato,13,342,342,669,44,['Sin dato'],1,D,3abc23a5727e881af6d4cc07e0993cab4b6d335088895eb5b19f30773f18f9d2,07/06/2021 00:46:00,07/06/2021 00:55:55,07/06/2021 00:56:24,CATD,Escáner,Acta PREP,1
'010374B0100','010374B01002',1,AGUASCALIENTES,1,Jesús María,374,1,B,0,No Urbana,Diputados MR,296,294,8,302,NO APLICA,NO APLICA,NO APLICA,95,32,3,13,3,21,92,5,2,22,-,-,-,1,0,3,0,-,-,-,-,0,10,302,302,553,44,NA,1,D,77e569da02b262fe4e89c1b6d60fa6fcee722a7f61209efa055696d7725e7612,07/06/2021 00:46:00,07/06/2021 00:51:57,07/06/2021 00:52:39,CATD,Escáner,Acta PREP,1
'010374C0100','010374C01002',1,AGUASCALIENTES,1,Jesús María,374,1,C,0,No Urbana,Diputados MR,309,279,8,287,NO APLICA,NO APLICA,NO APLICA,112,23,3,14,3,15,89,7,3,11,-,-,-,0,0,0,0,-,-,-,-,0,7,287,287,552,44,['Identificación por proceso técnico operativo'],1,D,6045041f00fa6790ef668644992785c6eb7682284d43a8caa7059f15457ca5cf,07/06/2021 00:56:00,07/06/2021 05:32:08,07/06/2021 05:33:14,CATD,Escáner,Acta PREP,3
'010375B0100','010375B01002',1,AGUASCALIENTES,1,Jesús María,375,1,B,0,Urbana,Diputados MR,380,328,9,337,NO APLICA,NO APLICA,NO APLICA,102,23,7,15,9,13,110,6,3,26,-,-,-,1,1,0,0,-,-,-,-,3,18,337,337,673,44,NA,1,D,0c6cec5c3e57e562699a5d2569a67cd5dc21b540bd7da616650671ffd1eafc4a,07/06/2021 01:46:00,07/06/2021 02:55:20,07/06/2021 02:55:39,CATD,Escáner,Acta PREP,1
'010375C0100','010375C01002',1,AGUASCALIENTES,1,Jesús María,375,1,C,0,Urbana,Diputados MR,433,277,6,283,NO APLICA,NO APLICA,NO APLICA,115,24,6,12,6,13,66,5,2,15,-,-,-,0,0,2,0,-,-,-,-,0,17,283,283,672,44,NA,1,D,65b4cdcf3c3e5588dabc99c2b9f8f00f393ec33a906b40e21c257c47f5f2d4a6,07/06/2021 01:44:00,07/06/2021 01:48:37,07/06/2021 01:51:40,CATD,Escáner,Acta PREP,1
