entidad,num_dtto,nom_dtto,cargo,fuerza_politica,siglas,nombre_completo,total_gastos
MEXICO,Distrito 39,LOS REYES ACAQUILPAN,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,IRIS MARLENE CERVANTES VIZCAYA,228238.35
MEXICO,Distrito 29,CD. NEZAHUALCOYOTL,DIPUTACION FEDERAL MR,VA POR MEXICO,VA POR MEXICO,HECTOR PEDROZA JIMENEZ,1048552.56
SINALOA,Distrito 7,CULIACAN DE ROSALES,DIPUTACION FEDERAL MR,VA POR MEXICO,VA POR MEXICO,ALFREDO VILLEGAS ARREOLA,1242782.68
MICHOACAN,Distrito 1,LAZARO CARDENAS,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,ISIDRO ANTONIO RUBIO RODRIGUEZ,110974.99
MICHOACAN,Distrito 5,ZAMORA DE HIDALGO,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,ADELA ESPINOSA DIAZ,56021.78
OAXACA,Distrito 6,HEROICA CIUDAD DE TLAXIACO,DIPUTACION FEDERAL MR,VA POR MEXICO,VA POR MEXICO,EDITH APARICIO MARTINEZ,893120.84
TABASCO,Distrito 3,COMALCALCO,DIPUTACION FEDERAL MR,PARTIDO ENCUENTRO SOLIDARIO,PES,CARLOS SAMUEL LUTZOW LUNA,84431.35
PUEBLA,Distrito 1,HUAUCHINANGO DE DEGOLLADO,DIPUTACION FEDERAL MR,VA POR MEXICO,VA POR MEXICO,KARLA ADRIANA MARTINEZ LECHUGA,1045562.52
MEXICO,Distrito 6,COACALCO DE BERRIOZABAL,DIPUTACION FEDERAL MR,VA POR MEXICO,VA POR MEXICO,ZAIRA TAIDE MONTOYA VALENZUELA,1202229.47
MEXICO,Distrito 35,TENANCINGO DE DEGOLLADO,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,ARTURO ROBERTO HERNANDEZ TAPIA,752842.9
MEXICO,Distrito 11,ECATEPEC DE MORELOS,DIPUTACION FEDERAL MR,PARTIDO ENCUENTRO SOLIDARIO,PES,EDGAR OMAR CAMPOS BARRAGAN,89217.66
VERACRUZ,Distrito 12,VERACRUZ,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,VICTOR MANUEL CORTES RERGIS,54354.71
MEXICO,Distrito 9,SAN FELIPE DEL PROGRESO,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,MARIA ANTONIETA GARCIA VANEGAS,228238.35
QUERETARO,Distrito 2,SAN JUAN DEL RIO,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,JORGE LUIS MONTES NIEVES,688978.01
TAMAULIPAS,Distrito 7,CIUDAD MADERO,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,ERASMO GONZALEZ ROBLEDO,935997.25
QUERETARO,Distrito 3,SANTIAGO DE QUERETARO,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,BEATRIZ SILVIA ROBLES GUTIERREZ,654176.11
MEXICO,Distrito 7,CUAUTITLAN IZCALLI,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,VANESSA VIRUES REYES,256197.72
JALISCO,Distrito 5,PUERTO VALLARTA,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,BRUNO BLANCAS MERCADO,699561.87
TLAXCALA,Distrito 3,ZACATELCO,DIPUTACION FEDERAL MR,VA POR MEXICO,VA POR MEXICO,ANABELLE GUTIERREZ SANCHEZ,1299307.55
BAJA CALIFORNIA,Distrito 3,ENSENADA,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,HUGO ENRIQUE SANCHEZ VILLEGAS,76213.34
CIUDAD DE MEXICO,Distrito 5,TLALPAN,DIPUTACION FEDERAL MR,PARTIDO ENCUENTRO SOLIDARIO,PES,MISHEL IVAN BARRIENTOS PRADO,123740.18
DURANGO,Distrito 3,GUADALUPE VICTORIA,DIPUTACION FEDERAL MR,PARTIDO ENCUENTRO SOLIDARIO,PES,CLARA MAYRA ZEPEDA GARCIA,86097.62
YUCATAN,Distrito 2,PROGRESO,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,REBECA EUGENIA HERRERA SANTANA,48697.81
MEXICO,Distrito 35,TENANCINGO DE DEGOLLADO,DIPUTACION FEDERAL MR,PARTIDO ENCUENTRO SOLIDARIO,PES,ARNOLD LLANOS SOLANO,82717.66
TLAXCALA,Distrito 1,APIZACO,DIPUTACION FEDERAL MR,PARTIDO ENCUENTRO SOLIDARIO,PES,FRANCISCO GONZALEZ BARRIENTOS,90903.05
NUEVO LEON,Distrito 12,BENITO JUAREZ,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,SANDRA PAOLA GONZALEZ CASTAÑEDA,818406.47
GUERRERO,Distrito 5,TLAPA,DIPUTACION FEDERAL MR,VA POR MEXICO,VA POR MEXICO,ISRAEL ROMERO SIERRA,965509.99
"NAYARIT",Distrito 1,SANTIAGO IXCUINTLA,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,MIGUEL PAVEL JARERO VELAZQUEZ,675147.36
CHIAPAS,Distrito 8,COMITAN DE DOMINGUEZ,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,ISMAEL BRITO MAZARIEGOS,986974.58
TAMAULIPAS,Distrito 3,RIO BRAVO,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,ENRIQUE ALCORTA ADAME,69447.81
TAMAULIPAS,Distrito 1,NUEVO LAREDO,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,ANGIE RAQUEL ROMO GONZALEZ,63128.56
JALISCO,Distrito 7,TONALA,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,ALBERTO VILLA VILLEGAS,757244.78
MEXICO,Distrito 26,TOLUCA DE LERDO,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,ALBERTINA MILLAN VELAZQUEZ,228238.35
BAJA CALIFORNIA,Distrito 7,MEXICALI,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,ALEJANDRA NICOLE ROMERO CORRAL,52319.4
PUEBLA,Distrito 9,HEROICA PUEBLA DE ZARAGOZA,DIPUTACION FEDERAL MR,PARTIDO ENCUENTRO SOLIDARIO,PES,MARIA ANTONIA CORTES BRIONES,92124.47
COAHUILA,Distrito 4,SALTILLO,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,VERONICA ELIZABETH HERNANDEZ BECERRA,39947.81
CHIHUAHUA,Distrito 2,JUAREZ,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,TERESITA DE JESUS VARGAS MERAZ,842881.7
YUCATAN,Distrito 3,MERIDA,DIPUTACION FEDERAL MR,PARTIDO ENCUENTRO SOLIDARIO,PES,GUADALUPE CANDELARIA UXUL BACAB,146628.02
OAXACA,Distrito 9,PUERTO ESCONDIDO,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,MARIA DEL CARMEN BAUTISTA PELAEZ,790465.3
TABASCO,Distrito 5,PARAISO,DIPUTACION FEDERAL MR,VA POR MEXICO,VA POR MEXICO,VERONICA PEREZ ROJAS,1109956.12
CHIAPAS,Distrito 7,TONALA,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,MANUEL DE JESUS NARCIA COUTIÑO,929201.44
TABASCO,Distrito 2,HEROICA CARDENAS,DIPUTACION FEDERAL MR,VA POR MEXICO,VA POR MEXICO,THANIA BEATRIZ RABELO MARTINEZ,1030487.77
PUEBLA,Distrito 8,CIUDAD SERDAN,DIPUTACION FEDERAL MR,VA POR MEXICO,VA POR MEXICO,DELFINA POZOS VERGARA,1179603.25
JALISCO,Distrito 7,TONALA,DIPUTACION FEDERAL MR,VA POR MEXICO,VA POR MEXICO,LAURA BERENICE FIGUEROA BENITEZ,1203426.08
SONORA,Distrito 5,HERMOSILLO,DIPUTACION FEDERAL MR,VA POR MEXICO,VA POR MEXICO,MARIA CRISTINA MARGARITA GUTIERREZ MAZON,1306951.13
VERACRUZ,Distrito 17,COSAMALOAPAN,DIPUTACION FEDERAL MR,VA POR MEXICO,VA POR MEXICO,CLAUDIA QUIÑONES GARRIDO,985540.1
YUCATAN,Distrito 5,TICUL,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,MIZRAIM ALEXANDER UC GONGORA,39947.81
COAHUILA,Distrito 5,TORREON,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,DORIAN ALEJANDRO PERALTA AGUILAR,65879.02
NUEVO LEON,Distrito 2,APODACA,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,MARIA GUILLERMINA ALVARADO MORENO,859350.58
SAN LUIS POTOSI,Distrito 4,CIUDAD VALLES,DIPUTACION FEDERAL MR,VA POR MEXICO,VA POR MEXICO,XITLALIC SANCHEZ SERVIN,1163186.26
MEXICO,Distrito 4,NICOLAS ROMERO,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,ALMA ELIZABETH VILCHIS SANDOVAL,79523.84
OAXACA,Distrito 5,SALINA CRUZ,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,CAROL ANTONIO ALTAMIRANO,789110.96
MEXICO,Distrito 20,CD. NEZAHUALCOYOTL,DIPUTACION FEDERAL MR,VA POR MEXICO,VA POR MEXICO,ALMA DELIA SANCHEZ SANCHEZ,1153892.35
COAHUILA,Distrito 4,SALTILLO,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,DIEGO EDUARDO DEL BOSQUE VILLARREAL,835128.46
MEXICO,Distrito 27,METEPEC,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,DIANA PANIAGUA COLIN,228238.35
MEXICO,Distrito 8,TULTITLAN DE MARIANO ESCOBEDO,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,MICHAEL STEPHANIA OLIVA SANDOVAL,228238.35
CIUDAD DE MEXICO,Distrito 18,IZTAPALAPA,DIPUTACION FEDERAL MR,VA POR MEXICO,VA POR MEXICO,MARCELINO CASTAÑEDA NAVARRETE,1200098.92
MEXICO,Distrito 9,SAN FELIPE DEL PROGRESO,DIPUTACION FEDERAL MR,PARTIDO ENCUENTRO SOLIDARIO,PES,NOHEMI GUADALUPE AVILA LOPEZ,82352.26
YUCATAN,Distrito 3,MERIDA,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,VIOLETA GUADALUPE BASORA FOSTIL,39947.81
TABASCO,Distrito 4,VILLAHERMOSA,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,JUAN JOSE AGUILAR MORALES,68735.12
MEXICO,Distrito 30,CHIMALHUACAN,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,CESAR AGUSTIN HERNANDEZ PEREZ,786071.93
SAN LUIS POTOSI,Distrito 7,TAMAZUNCHALE,DIPUTACION FEDERAL MR,VA POR MEXICO,VA POR MEXICO,MARCELINO RIVERA HERNANDEZ,1117526.28
PUEBLA,Distrito 10,CHOLULA DE RIVADAVIA,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,"NAYELI SALVATORI BOJALIL",898033.78
MICHOACAN,Distrito 10,MORELIA,DIPUTACION FEDERAL MR,PARTIDO ENCUENTRO SOLIDARIO,PES,CARLOS GUILLERMO CASTELLANOS GARCIA ROJAS,112305.74
MICHOACAN,Distrito 4,JIQUILPAN DE JUAREZ,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,ANDRES DOMINGO VIERA LOPEZ,39947.81
CHIAPAS,Distrito 6,TUXTLA GUTIERREZ,DIPUTACION FEDERAL MR,VA POR MEXICO,VA POR MEXICO,CARLOS MOLANO ROBLES,1279062.88
TABASCO,Distrito 2,HEROICA CARDENAS,DIPUTACION FEDERAL MR,PARTIDO ENCUENTRO SOLIDARIO,PES,ELIU PALMA GUTIERREZ,86480.94
MORELOS,Distrito 3,CUAUTLA,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,OTHON SANCHEZ VELA,163545.86
NUEVO LEON,Distrito 1,SANTA CATARINA,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,DAVID GUSTAVO TOACHE MALDONADO,57848.65
ZACATECAS,Distrito 3,ZACATECAS,DIPUTACION FEDERAL MR,VA POR MEXICO,VA POR MEXICO,CARLOS AURELIO PEÑA BADILLO,1210601.91
MEXICO,Distrito 34,TOLUCA DE LERDO,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,MARISOL MEJIA DIAZ,228238.35
COAHUILA,Distrito 3,MONCLOVA,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,DIANA LAURA SILVA TRUJILLO,44547.81
MEXICO,Distrito 21,AMECAMECA DE JUAREZ,DIPUTACION FEDERAL MR,PARTIDO ENCUENTRO SOLIDARIO,PES,ELIZABETH CARMIN FRANCO HERNANDEZ,82440.76
PUEBLA,Distrito 6,HEROICA PUEBLA DE ZARAGOZA,DIPUTACION FEDERAL MR,PARTIDO ENCUENTRO SOLIDARIO,PES,GABRIELA ESCOBAR DEL RAZO,87638.07
JALISCO,Distrito 18,AUTLAN DE NAVARRO,DIPUTACION FEDERAL MR,VA POR MEXICO,VA POR MEXICO,JOSE GUADALUPE FLETES ARAIZA,1130729
HIDALGO,Distrito 1,HUEJUTLA DE REYES,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,FORTUNATO RIVERA CASTILLO,895527.02
TLAXCALA,Distrito 2,TLAXCALA DE XICOHTENCATL,DIPUTACION FEDERAL MR,PARTIDO ENCUENTRO SOLIDARIO,PES,SAID CORONA TORRES,90903.05
GUERRERO,Distrito 6,CHILAPA,DIPUTACION FEDERAL MR,VA POR MEXICO,VA POR MEXICO,FABIOLA RAFAEL DIRCIO,1037920.14
MEXICO,Distrito 20,CD. NEZAHUALCOYOTL,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,GLADYS JACQUELINE BOTELLO CAMACHO,228238.35
JALISCO,Distrito 11,GUADALAJARA,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,CLAUDIA DELGADILLO GONZALEZ,932865.33
VERACRUZ,Distrito 3,TUXPAN DE RODRIGUEZ CANO,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,MARIA BERTHA ESPINOZA SEGURA,599952.01
TABASCO,Distrito 4,VILLAHERMOSA,DIPUTACION FEDERAL MR,VA POR MEXICO,VA POR MEXICO,DOLORES DEL CARMEN GUTIERREZ ZURITA,1457656.63
CHIAPAS,Distrito 6,TUXTLA GUTIERREZ,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,JORGE LUIS LLAVEN ABARCA,1034119.24
MICHOACAN,Distrito 6,CIUDAD HIDALGO,DIPUTACION FEDERAL MR,VA POR MEXICO,VA POR MEXICO,BERENICE JUAREZ NAVARRETE,1101895.62
SINALOA,Distrito 4,GUASAVE,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,FRANCISCO JAVIER BELTRAN CASTRO,115993.79
CIUDAD DE MEXICO,Distrito 14,TLALPAN,DIPUTACION FEDERAL MR,VA POR MEXICO,VA POR MEXICO,MARIA DEL ROCIO BANQUELLS NUÑEZ,1344743.93
ZACATECAS,Distrito 1,FRESNILLO,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,BENNELLY JOCABETH HERNANDEZ RUEDAS,853460.61
MICHOACAN,Distrito 11,PATZCUARO,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,ANA LAURA PURECO PUNZO,39947.81
PUEBLA,Distrito 2,CUAUTILULCO BARRIO,DIPUTACION FEDERAL MR,VA POR MEXICO,VA POR MEXICO,JOSEFINA GARCIA HERNANDEZ,1079850.37
PUEBLA,Distrito 11,HEROICA PUEBLA DE ZARAGOZA,DIPUTACION FEDERAL MR,PARTIDO ENCUENTRO SOLIDARIO,PES,RENE LUNA HERNANDEZ,104533.47
MEXICO,Distrito 18,HUIXQUILUCAN DE DEGOLLADO,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,ANA PAOLA GUERRA FLORES,228238.35
TLAXCALA,Distrito 3,ZACATELCO,DIPUTACION FEDERAL MR,PARTIDO ENCUENTRO SOLIDARIO,PES,ELVIRA GARCIA SOSA,95403.05
SINALOA,Distrito 5,CULIACAN DE ROSALES,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,"NANCY YADIRA SANTIAGO MARCOS",921760.26
ZACATECAS,Distrito 1,FRESNILLO,DIPUTACION FEDERAL MR,VA POR MEXICO,VA POR MEXICO,NORMA ANGELICA CASTORENA BERRELLEZA,1282737.38
VERACRUZ,Distrito 5,POZA RICA DE HIDALGO,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,RAQUEL BONILLA HERRERA,685573.15
JALISCO,Distrito 13,TLAQUEPAQUE,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,KATIA ALEJANDRA CASTILLO LOZANO,966703.94
