entidad,num_dtto,nom_dtto,cargo,fuerza_politica,siglas,nombre_completo,total_gastos
DURANGO,Distrito 1,VICTORIA DE DURANGO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,MARIO ALBERTO REZA CASTAÑEDA,558213.78
CHIAPAS,Distrito 10,VILLAFLORES,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ARIANA GUADALUPE SURIANO MARTINEZ,592881.11
PUEBLA,Distrito 2,CUAUTILULCO BARRIO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,IRMA RAMOS GALINDO,660074.6
GUANAJUATO,Distrito 5,LEON,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,JUAN ANGEL JAIME CORDOVA,385308.21
GUANAJUATO,Distrito 6,LEON,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,GABRIELA LETICIA CAAMAÑO MUÑOZ,444634.03
"NAYARIT",Distrito 1,SANTIAGO IXCUINTLA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,LUCIO SANTANA ZUÑIGA,568827.87
CIUDAD DE MEXICO,Distrito 24,COYOACAN,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ALBERTO MANUEL ATHIE GALLO,518728.46
GUANAJUATO,Distrito 14,ACAMBARO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,JUANA GARCIA RAMIREZ,596190.73
GUANAJUATO,Distrito 7,SAN FRANCISCO DEL RINCON,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,SHAKIRA MADRIGAL GOMEZ CRUZ,630230.87
MICHOACAN,Distrito 9,URUAPAN DEL PROGRESO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,LORENA VALLADARES BARRAGAN,576881.09
PUEBLA,Distrito 7,TEPEACA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,JOSE LUIS CESATTI HERNANDEZ,362107.45
QUINTANA ROO,Distrito 4,CANCUN,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,URANIA ASTUDILLO MATA,353318.34
VERACRUZ,Distrito 20,COSOLEACAQUE,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,YESSICA OROZCO GOMEZ,240994.12
TAMAULIPAS,Distrito 8,TAMPICO,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,MAXIMILIAN CONRAD LABARCA BRIZ,213648.09
CIUDAD DE MEXICO,Distrito 5,TLALPAN,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,ELISEO MOYAO MORALES,657170.34
PUEBLA,Distrito 3,TEZIUTLAN,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,OLAF BRETON LOPEZ,219318.16
CIUDAD DE MEXICO,Distrito 17,CUAJIMALPA DE MORELOS,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,JOSE LUIS BLANDO CAMPOS,492649.74
MEXICO,Distrito 9,SAN FELIPE DEL PROGRESO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,BELEM VILLEGAS MEZA,731349.64
CHIAPAS,Distrito 2,BOCHIL,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,BEATRIZ ADRIANA PEREZ ENCINO,611469.34
HIDALGO,Distrito 7,TEPEAPULCO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,VIANET HERNANDEZ NOLASCO,624010.3
GUANAJUATO,Distrito 13,VALLE DE SANTIAGO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,BLANCA NALLELI ZAVALA VARGAS,616019.35
GUANAJUATO,Distrito 1,SAN LUIS DE LA PAZ,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,MARTIN TADEO RODRIGUEZ FLORES,300422.61
MEXICO,Distrito 36,TEJUPILCO DE HIDALGO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,VICTOR MANUEL GARCIA AGUIRRE,359392.25
GUANAJUATO,Distrito 2,SAN MIGUEL DE ALLENDE,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,"NATASHA PAMELA GRANJA MONJARAZ",421338.19
"NAYARIT",Distrito 2,TEPIC,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,JULIETA MEJIA IBAÑEZ,798187.82
MICHOACAN,Distrito 1,LAZARO CARDENAS,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,JORGE BENJAMIN PAGOLA MOTA,296806.7
HIDALGO,Distrito 3,ACTOPAN,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,VICTOR HUGO CIENFUEGOS JIMENEZ,446592.46
GUERRERO,Distrito 8,AYUTLA DE LOS LIBRES,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,FERMIN RUANO MORALES,257093.44
GUERRERO,Distrito 2,IGUALA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ALEJANDRINA VARGAS BELTRAN,624833.71
GUERRERO,Distrito 7,CHILPANCINGO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,CONCEPCION JATCIRIS RUIZ GARCIA,522635.17
HIDALGO,Distrito 4,TULANCINGO DE BRAVO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ERIKA DEL CARMEN TELLO ARENAS,697361.2
GUERRERO,Distrito 3,ZIHUATANEJO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,KEVIN JARET RAMIREZ PILO,277485.18
GUERRERO,Distrito 5,TLAPA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,PEDRO GUEVARA TRINIDAD,231493.44
HIDALGO,Distrito 5,TULA DE ALLENDE,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,BLAS ALONSO BARBOSA LOPEZ,413268.03
MEXICO,Distrito 21,AMECAMECA DE JUAREZ,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,JESUS ARRIETA AYALA,406296.86
GUERRERO,Distrito 6,CHILAPA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ARIZBETH RODRIGUEZ RIVERA,532793.06
OAXACA,Distrito 2,TEOTITLAN DE FLORES MAGON,DIPUTACION FEDERAL MR,MORENA,MORENA,IRMA JUAN CARLOS,684475.75
ZACATECAS,Distrito 4,GUADALUPE,DIPUTACION FEDERAL MR,MORENA,MORENA,JULIA ARCELIA OLGUIN SERNA,713281.28
QUERETARO,Distrito 5,EL PUEBLITO,DIPUTACION FEDERAL MR,MORENA,MORENA,OMAR DE JESUS NAVA,605755.05
AGUASCALIENTES,Distrito 1,JESUS MARIA,DIPUTACION FEDERAL MR,MORENA,MORENA,RAFAEL CALDERON ZAMARRIPA,613872.88
SAN LUIS POTOSI,Distrito 2,SOLEDAD DE GRACIANO SANCHEZ,DIPUTACION FEDERAL MR,MORENA,MORENA,ANGELICA MENDOZA CAMACHO,593346.68
NUEVO LEON,Distrito 9,LINARES,DIPUTACION FEDERAL MR,MORENA,MORENA,JUAN ANTONIO RODRIGUEZ GONZALEZ,619982.14
MEXICO,Distrito 19,TLALNEPANTLA DE BAZ,DIPUTACION FEDERAL MR,MORENA,MORENA,ULISES MURGUIA SOTO,660417.91
GUANAJUATO,Distrito 4,GUANAJUATO,DIPUTACION FEDERAL MR,MORENA,MORENA,RUTH ESPERANZA LUGO MARTINEZ,604001.16
MORELOS,Distrito 1,CUERNAVACA,DIPUTACION FEDERAL MR,MORENA,MORENA,JORGE ALBERTO BARRERA TOLEDO,659692.43
MICHOACAN,Distrito 4,JIQUILPAN DE JUAREZ,DIPUTACION FEDERAL MR,MORENA,MORENA,LOURDES ESPERANZA TORRES VARGAS,777036.72
VERACRUZ,Distrito 11,COATZACOALCOS,DIPUTACION FEDERAL MR,MORENA,MORENA,FLORA TANIA CRUZ SANTOS,664196.19
TABASCO,Distrito 2,HEROICA CARDENAS,DIPUTACION FEDERAL MR,MORENA,MORENA,KARLA MARIA RABELO ESTRADA,689406.99
MEXICO,Distrito 7,CUAUTITLAN IZCALLI,DIPUTACION FEDERAL MR,MORENA,MORENA,XOCHITL NASHIELLY ZAGAL RAMIREZ,690882.42
VERACRUZ,Distrito 6,PAPANTLA DE OLARTE,DIPUTACION FEDERAL MR,MORENA,MORENA,JAIME HUMBERTO PEREZ BERNABE,811534.85
COAHUILA,Distrito 5,TORREON,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,JAVIER ANTONIO HANDAL CASTILLO,311223
MICHOACAN,Distrito 4,JIQUILPAN DE JUAREZ,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,LUISA VIRIDIANA MUÑOZ HERNANDEZ,597283.02
JALISCO,Distrito 18,AUTLAN DE NAVARRO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,MARICELA PAEZ GUTIERREZ,769725.64
COAHUILA,Distrito 4,SALTILLO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,RICARDO ARTURO NAJERA FRANCO,364650.12
JALISCO,Distrito 11,GUADALAJARA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,MA EDITH MUJICA CHAVEZ,958265.62
MEXICO,Distrito 23,LERMA DE VILLADA,DIPUTACION FEDERAL MR,MORENA,MORENA,MARTHA AZUCENA CAMACHO REYNOSO,665888.37
CHIAPAS,Distrito 3,OCOSINGO,DIPUTACION FEDERAL MR,MORENA,MORENA,ALFREDO VAZQUEZ VAZQUEZ,990353.71
YUCATAN,Distrito 4,MERIDA,DIPUTACION FEDERAL MR,MORENA,MORENA,GEOVANI CECILIA CAMPOS VAZQUEZ,875679.28
SONORA,Distrito 6,CD. OBREGON,DIPUTACION FEDERAL MR,MORENA,MORENA,GABRIELA MARTINEZ ESPINOZA,698751.53
MICHOACAN,Distrito 3,HEROICA ZITACUARO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,LUCIO BARRUETA DURAN,259791.3
CIUDAD DE MEXICO,Distrito 21,XOCHIMILCO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,FERNANDO MARTINEZ OROZCO,559903.54
JALISCO,Distrito 17,JOCOTEPEC,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,JUAN MARTIN ESPINOZA CARDENAS,784298.66
NUEVO LEON,Distrito 12,BENITO JUAREZ,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,RODOLFO MARTINEZ GONZALEZ,580191.65
JALISCO,Distrito 10,ZAPOPAN,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,HORACIO FERNANDEZ CASTILLO,1001292.36
CIUDAD DE MEXICO,Distrito 23,COYOACAN,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,SOFIA CASTRO GUERRERO,817950.68
MICHOACAN,Distrito 5,ZAMORA DE HIDALGO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,EDITH GRACIELA RIOS RODRIGUEZ,572441.42
MICHOACAN,Distrito 12,APATZINGAN DE LA CONSTITUCION,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,CAROLINA BUSTAMANTE PEREZ,555752.45
JALISCO,Distrito 8,GUADALAJARA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,JOSE MAURO GARZA MARIN,949000.19
CHIAPAS,Distrito 5,SAN CRISTOBAL DE LAS CASAS,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,FLOR DE MARIA GONZALEZ PEREZ,615082.99
GUERRERO,Distrito 4,ACAPULCO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,VICTOR MANUEL JORRIN LOZANO,636961.81
CHIAPAS,Distrito 6,TUXTLA GUTIERREZ,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ADRIANA MANUELA ROBLES FELIX,418585.35
QUERETARO,Distrito 5,EL PUEBLITO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,MARIA EUGENIA PAULINA MORALES OCHOA,599119.12
CIUDAD DE MEXICO,Distrito 14,TLALPAN,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,CLAUDIA ALEJANDRA GARCIA GUILLEN,596464.38
CIUDAD DE MEXICO,Distrito 10,MIGUEL HIDALGO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,SALOMON CHERTORIVSKI WOLDENBERG,1084198.36
CIUDAD DE MEXICO,Distrito 11,VENUSTIANO CARRANZA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,SUSANA DINA CAMPOS GONZALEZ,657955.13
VERACRUZ,Distrito 6,PAPANTLA DE OLARTE,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,SAGRARIO MANUELA HERNANDEZ HERNANDEZ,320084.85
CIUDAD DE MEXICO,Distrito 12,CUAUHTEMOC,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ELSA PATRIA JIMENEZ FLORES,587995.08
AGUASCALIENTES,Distrito 2,AGUASCALIENTES,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,PAOLA NADINE CORTES CALZADA,489267.21
CHIAPAS,Distrito 13,HUEHUETAN,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ALEJANDRO DIAZ CUETO,296669.51
VERACRUZ,Distrito 15,ORIZABA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,MARIA EUGENIA TIRADO MACIEL,239777.69
VERACRUZ,Distrito 1,PANUCO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,AIDA CANUTO ANTONIO,482937.15
VERACRUZ,Distrito 14,MINATITLAN,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,JORGE EDUARDO MUÑOZ RODRIGUEZ,280689.92
CIUDAD DE MEXICO,Distrito 8,CUAUHTEMOC,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,JUANA JIMENEZ SANCHEZ,689329.6
CIUDAD DE MEXICO,Distrito 5,TLALPAN,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,LIED CASTELIA MIGUEL JAIMES,600921.67
CHIAPAS,Distrito 4,PICHUCALCO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,TERESITA DE JESUS ROQUE LOPEZ,607269.84
GUANAJUATO,Distrito 11,LEON,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ERNESTO ARRACHE GARCIA GUTIERREZ,328687.31
CIUDAD DE MEXICO,Distrito 1,GUSTAVO A. MADERO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,BARDO VEJAR COLIN,489658.38
CIUDAD DE MEXICO,Distrito 2,GUSTAVO A. MADERO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,REBECA ZOE FLORES MORENO,625795.49
CIUDAD DE MEXICO,Distrito 7,GUSTAVO A. MADERO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,MARIO ALBERTO MARTINEZ RIOS,489917.89
MEXICO,Distrito 31,CD. NEZAHUALCOYOTL,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,JOSE MARTIN ROSALES VELAZQUEZ,639417.27
CHIHUAHUA,Distrito 9,HIDALGO DEL PARRAL,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,VALENTE ROMEINO GUTIERREZ LUNA,626176.27
MEXICO,Distrito 4,NICOLAS ROMERO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,JOSSUE FIDEL MEJIA CHAVEZ,364458.85
CHIHUAHUA,Distrito 3,JUAREZ,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ROCIO GRISEL SAENZ RAMIREZ,555525.23
CHIHUAHUA,Distrito 4,JUAREZ,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,CARLOS EDUARDO CHAVEZ TARRIO,381104.96
VERACRUZ,Distrito 20,COSOLEACAQUE,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,PABLO MEZA RODRIGUEZ,264877.52
VERACRUZ,Distrito 5,POZA RICA DE HIDALGO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,NORA ANGELICA ZERTUCHE HERNANDEZ,265092.65
VERACRUZ,Distrito 11,COATZACOALCOS,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,CHRISTOPHER ALAN SANTOS CASTILLO,266934.09
GUANAJUATO,Distrito 10,URIANGATO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,MIRIAM GARCIA FLORES,447022.25
GUANAJUATO,Distrito 9,IRAPUATO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,CARLOS IVAN PONCE MONTAÑO,327454.61
CHIHUAHUA,Distrito 5,DELICIAS,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,GRACIELA MARIA ACOSTA MOY,463838.67
MEXICO,Distrito 15,CIUDAD ADOLFO LOPEZ MATEOS,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ENRIQUE MORENO MARTINEZ,346283.36
VERACRUZ,Distrito 16,CORDOBA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ARMANDO AIZA DEBERNARDI,227743.44
AGUASCALIENTES,Distrito 1,JESUS MARIA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,NORMA ISABEL ZAMORA RODRIGUEZ,475426.96
CIUDAD DE MEXICO,Distrito 20,IZTAPALAPA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ARACELI CARMEN SANCHEZ GUERRERO,608330.17
GUANAJUATO,Distrito 8,SALAMANCA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ELDA CASTILLO VARELA,416063.61
CAMPECHE,Distrito 1,SAN FRANCISCO DE CAMPECHE,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,CLAUDIA DE MONTSERRAT VALLADARES GUZMAN,718704.2
CHIHUAHUA,Distrito 6,CHIHUAHUA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,LIZA LILIANA MORALES ALVIDREZ,448163.1
CHIHUAHUA,Distrito 2,JUAREZ,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,SIGIFREDO GALAZ VARELA,382518.7
DURANGO,Distrito 4,VICTORIA DE DURANGO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,MARTIN VIVANCO LIRA,866629.75
CHIAPAS,Distrito 5,SAN CRISTOBAL DE LAS CASAS,DIPUTACION FEDERAL MR,VA POR MEXICO,VA POR MEXICO,YEIMI YAZMIN AGUILAR CIFUENTES,1057580.06
OAXACA,Distrito 3,HEROICA CIUDAD DE HUAJUAPAN DE LEON,DIPUTACION FEDERAL MR,VA POR MEXICO,VA POR MEXICO,EDITH YOLANDA MARTINEZ LOPEZ,1410248.72
MICHOACAN,Distrito 11,PATZCUARO,DIPUTACION FEDERAL MR,VA POR MEXICO,VA POR MEXICO,MARIA MACARENA CHAVEZ FLORES,1130912.15
PUEBLA,Distrito 13,ATLIXCO,DIPUTACION FEDERAL MR,VA POR MEXICO,VA POR MEXICO,HERSILIA ONFALIA ADAMINA CORDOVA MORAN,1011702.99
MEXICO,Distrito 39,LOS REYES ACAQUILPAN,DIPUTACION FEDERAL MR,VA POR MEXICO,VA POR MEXICO,ALAN CASTELLANOS RAMIREZ,1182146.1
MEXICO,Distrito 41,OJO DE AGUA,DIPUTACION FEDERAL MR,VA POR MEXICO,VA POR MEXICO,SUE ELLEN BERNAL BOLNIK,1089899.06
VERACRUZ,Distrito 6,PAPANTLA DE OLARTE,DIPUTACION FEDERAL MR,VA POR MEXICO,VA POR MEXICO,MARIANO ROMERO GONZALEZ,1250269.08
PUEBLA,Distrito 14,ACATLAN DE OSORIO,DIPUTACION FEDERAL MR,VA POR MEXICO,VA POR MEXICO,FRANCISCO ALBERTO JIMENEZ MERINO,1089448.22
VERACRUZ,Distrito 20,COSOLEACAQUE,DIPUTACION FEDERAL MR,VA POR MEXICO,VA POR MEXICO,JESSICA MARGARITA ZETINA COLI,979071.44
MICHOACAN,Distrito 3,HEROICA ZITACUARO,DIPUTACION FEDERAL MR,VA POR MEXICO,VA POR MEXICO,OCTAVIO OCAMPO CORDOVA,1258745.74
CAMPECHE,Distrito 2,CIUDAD DEL CARMEN,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ANA CARMEN ONGAY REYES,718791.2
CIUDAD DE MEXICO,Distrito 4,IZTAPALAPA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,GUADALUPE TORRES QUEVEDO,581018.44
VERACRUZ,Distrito 13,HUATUSCO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,JORGE ALBERTO MARTINEZ ORTEGA,221060.71
VERACRUZ,Distrito 2,TANTOYUCA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,CARILU RIVERA SOLIS,513731.41
VERACRUZ,Distrito 10,XALAPA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,DULCE MARIA MENDEZ DE LA LUZ DAUZON,402376.25
GUANAJUATO,Distrito 3,LEON,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,MA ISABEL LLAMAS ANDRADE,452437.12
BAJA CALIFORNIA SUR,Distrito 1,LA PAZ,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,RAMIRO RUIZ FLORES,644726.37
CIUDAD DE MEXICO,Distrito 18,IZTAPALAPA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,MIGUEL ANGEL MORALES LARRAURI,539098.97
CIUDAD DE MEXICO,Distrito 22,IZTAPALAPA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,THALIA SHAYLENE ROJANO GARCIA,575240.02
CIUDAD DE MEXICO,Distrito 15,BENITO JUAREZ,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,JENNY TAMARA IBARRA RUIZ,662122.23
CHIAPAS,Distrito 9,TUXTLA GUTIERREZ,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,JUAN CARLOS CAL Y MAYOR FRANCO,355362.63
CHIAPAS,Distrito 1,PALENQUE,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ADA MARGARITA LASTRA MACOSAY,625090.7
CHIAPAS,Distrito 12,TAPACHULA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,PRISCILA BORGES GONZALEZ,627508.7
CIUDAD DE MEXICO,Distrito 19,IZTAPALAPA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,GUADALUPE MARCELA TORRES ESCUTIA,596007.79
GUANAJUATO,Distrito 15,IRAPUATO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,HUGO VILLASEÑOR ESLAVA,532057.79
BAJA CALIFORNIA,Distrito 6,TIJUANA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,JORGE FRANCISCO GUZMAN MENDEZ,551634.86
BAJA CALIFORNIA,Distrito 7,MEXICALI,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,FELIPE DE JESUS MAYORAL MAYORAL,461647.32
TAMAULIPAS,Distrito 8,TAMPICO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,CARLOS PEREZ HERNANDEZ,391004.43
BAJA CALIFORNIA,Distrito 8,TIJUANA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,(CANCELADO),445054.63
TAMAULIPAS,Distrito 9,REYNOSA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,DANIELA RAMOS ESPARZA,507348.47
ZACATECAS,Distrito 2,JEREZ DE GARCIA SALINAS,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,HOSANA SILVA SILVA,246892.27
BAJA CALIFORNIA,Distrito 3,ENSENADA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,COLUMBA DOMINGUEZ DELGADILLO,492775.94
