folio,punto,edo,mun,secc,latitude,longitude,tipo_secc,df,fecha,int,p05,p06,p07,p08,p09a,p10a,p09b,p10b,p09c,p10c,p09d,p10d,p11,p12,p13,p14,p15,p16,bol1,bol2,bol3,bol1_rec,bol2_rec,bol3_rec,edadrec,nse_1,nse_2,nse_3,nse_4,nse_5,nse_6,nse_suma,nse,pond
497,50,MEXICO,TULTITLAN,6173,NA,NA,1,8,2018-06-24,2,1,1,25,1,1,3,1,3,2,NA,1,2,1,1,1,4,4,97,8,8,8,3,3,3,1,23,47,18,31,61,23,203,2,0.4925642830880188
498,50,MEXICO,TULTITLAN,6173,NA,NA,1,8,2018-06-24,2,1,1,24,1,1,2,1,1,1,3,1,2,1,2,2,7,6,97,NA,NA,NA,NA,NA,NA,1,31,47,18,31,31,12,170,2,0.5185817273482097
499,50,MEXICO,TULTITLAN,6173,NA,NA,1,8,2018-06-24,2,1,1,29,1,1,4,1,3,1,2,1,2,2,97,1,7,2,97,5,2,2,2,2,2,2,31,0,0,0,15,12,58,6,0.904374480534093
500,50,MEXICO,TULTITLAN,6173,NA,NA,1,8,2018-06-24,2,1,1,22,1,2,NA,1,1,2,NA,2,NA,1,2,2,7,2,97,8,8,8,3,3,3,1,43,47,0,31,61,23,205,2,0.4925642830880188
501,51,MEXICO,VALLE DE CHALCO SOLIDARIDAD,1029,NA,NA,1,32,2018-06-22,2,1,1,63,2,1,3,1,2,1,2,1,3,2,2,1,5,8,1,2,2,2,2,2,2,5,31,0,0,0,31,12,74,6,2.599056620237114
502,51,MEXICO,VALLE DE CHALCO SOLIDARIDAD,1029,NA,NA,1,32,2018-06-22,4,1,1,53,2,1,3,1,4,1,2,1,3,2,97,1,5,8,1,2,2,2,2,2,2,4,31,24,0,0,15,6,76,6,2.005576516472782
503,51,MEXICO,VALLE DE CHALCO SOLIDARIDAD,1029,NA,NA,1,32,2018-06-22,5,1,1,24,2,2,NA,2,NA,2,NA,2,NA,97,97,97,7,8,97,NA,NA,NA,NA,NA,NA,1,43,47,37,31,31,12,201,2,1.390579550677739
504,51,MEXICO,VALLE DE CHALCO SOLIDARIDAD,1029,NA,NA,1,32,2018-06-22,4,1,1,19,1,1,3,1,2,1,3,1,3,1,2,2,7,5,1,8,8,8,3,3,3,1,23,24,18,0,15,17,97,5,1.563647756320137
505,51,MEXICO,VALLE DE CHALCO SOLIDARIDAD,1029,NA,NA,1,32,2018-06-22,4,1,1,25,1,1,2,1,3,1,3,2,NA,2,2,1,5,2,1,5,5,5,2,2,2,1,31,0,0,31,46,6,114,4,1.7672118282571985
506,51,MEXICO,VALLE DE CHALCO SOLIDARIDAD,1029,NA,NA,1,32,2018-06-22,4,1,1,26,1,1,2,1,1,1,3,1,2,1,2,2,10,5,97,NA,NA,NA,NA,NA,NA,2,22,24,0,31,61,23,161,3,2.674415726105095
507,51,MEXICO,VALLE DE CHALCO SOLIDARIDAD,1029,NA,NA,1,32,2018-06-22,2,1,1,49,2,1,2,1,2,1,3,1,2,1,2,2,5,6,97,8,8,8,3,3,3,4,22,0,0,31,46,12,111,4,1.4988992872009919
508,51,MEXICO,VALLE DE CHALCO SOLIDARIDAD,1029,NA,NA,1,32,2018-06-22,3,1,1,19,2,1,3,1,2,1,2,1,1,2,2,2,6,8,97,8,8,8,3,3,3,1,10,0,0,31,61,23,125,4,1.32081364100305
509,51,MEXICO,VALLE DE CHALCO SOLIDARIDAD,1029,NA,NA,1,32,2018-06-22,2,1,1,22,1,1,4,1,1,1,4,1,4,1,2,2,7,2,97,8,8,8,3,3,3,1,43,47,0,31,61,23,205,2,1.563647756320137
510,51,MEXICO,VALLE DE CHALCO SOLIDARIDAD,1029,NA,NA,1,32,2018-06-22,4,1,1,44,2,1,3,1,2,1,3,1,3,1,2,2,6,1,13,8,3,NA,3,1,NA,3,10,0,0,31,31,12,84,5,1.4693107814639799
511,52,MICHOACAN,ANGANGUEO,53,NA,NA,3,3,2018-06-24,4,1,1,53,2,1,4,1,3,1,3,1,3,2,2,2,5,6,97,NA,NA,NA,NA,NA,NA,4,43,24,0,0,31,6,104,5,0.45035030100051476
512,52,MICHOACAN,ANGANGUEO,53,NA,NA,3,3,2018-06-24,8,1,1,29,1,1,2,1,1,1,2,1,2,97,2,2,7,2,1,8,8,8,3,3,3,2,43,24,0,0,15,12,94,5,0.7249337774148908
513,52,MICHOACAN,ANGANGUEO,53,NA,NA,3,3,2018-06-24,10,1,1,25,2,1,2,1,4,1,3,1,2,1,1,97,5,9,1,11,8,8,5,3,3,1,31,24,18,0,15,6,94,5,0.4260052394320839
514,52,MICHOACAN,ANGANGUEO,53,NA,NA,3,3,2018-06-24,8,1,1,45,2,1,3,1,3,1,3,1,2,97,97,97,4,8,1,NA,NA,NA,NA,NA,NA,3,23,24,0,0,15,12,74,6,0.44146031581031425
515,52,MICHOACAN,ANGANGUEO,53,NA,NA,3,3,2018-06-24,25,1,1,35,2,1,3,1,2,1,4,1,3,97,2,2,5,8,1,8,8,8,3,3,3,2,31,24,0,0,15,12,82,5,0.6123517385314624
516,52,MICHOACAN,ANGANGUEO,53,NA,NA,3,3,2018-06-24,10,1,1,32,1,1,4,1,2,2,NA,1,2,97,2,2,7,2,1,8,8,8,3,3,3,2,43,24,18,0,31,6,122,4,0.7249337774148908
517,52,MICHOACAN,ANGANGUEO,53,NA,NA,3,3,2018-06-24,8,1,1,43,2,1,3,1,2,1,3,1,2,97,2,2,5,8,97,9,4,6,3,3,1,3,31,24,0,0,15,12,82,5,0.4739003836925542
518,52,MICHOACAN,ANGANGUEO,53,NA,NA,3,3,2018-06-24,4,1,1,38,2,1,1,1,1,1,4,1,3,97,2,2,5,8,1,8,8,8,3,3,3,3,31,24,0,0,15,12,82,5,0.41931208236133877
519,52,MICHOACAN,ANGANGUEO,53,NA,NA,3,3,2018-06-24,4,1,1,38,1,2,NA,1,2,1,3,1,2,97,2,2,2,11,1,8,8,8,3,3,3,3,10,24,0,0,31,17,82,5,0.49640341107040237
520,52,MICHOACAN,ANGANGUEO,53,NA,NA,3,3,2018-06-24,4,1,1,48,1,1,3,1,2,1,4,1,3,97,2,2,5,6,97,8,8,8,3,3,3,4,31,24,18,0,15,12,100,5,0.506399822559124
521,53,MICHOACAN,COJUMATLAN DE REGULES,1679,NA,NA,3,4,2018-06-21,14,1,1,35,2,1,1,1,4,1,3,1,2,1,1,1,5,2,1,1,1,1,1,1,1,2,31,24,0,0,15,17,87,5,1.3446618071683092
522,53,MICHOACAN,COJUMATLAN DE REGULES,1679,NA,NA,3,4,2018-06-21,4,1,1,73,2,1,2,1,2,1,2,1,2,1,1,1,3,8,1,1,2,1,1,2,1,5,22,47,18,0,15,12,114,4,1.217264015641656
523,53,MICHOACAN,COJUMATLAN DE REGULES,1679,NA,NA,3,4,2018-06-21,3,1,1,24,2,1,1,1,1,1,1,1,2,1,2,2,9,8,1,4,8,8,3,3,3,1,59,24,18,31,15,6,153,3,0.6919675270810284
524,53,MICHOACAN,COJUMATLAN DE REGULES,1679,NA,NA,3,4,2018-06-21,6,1,1,40,2,1,3,1,3,1,3,1,2,97,2,2,5,8,1,11,NA,1,5,NA,1,3,31,24,18,31,15,17,136,4,0.769764421263102
525,53,MICHOACAN,COJUMATLAN DE REGULES,1679,NA,NA,3,4,2018-06-21,5,1,1,84,1,1,2,1,2,1,2,1,2,97,98,98,3,10,1,8,8,1,3,3,1,5,22,24,0,0,0,6,52,6,1.065959791996105
526,53,MICHOACAN,COJUMATLAN DE REGULES,1679,NA,NA,3,4,2018-06-21,4,1,1,54,1,1,2,1,3,2,NA,1,2,2,1,1,5,4,1,2,2,2,2,2,2,4,31,24,0,31,15,6,107,5,1.1006040363690892
527,53,MICHOACAN,COJUMATLAN DE REGULES,1679,NA,NA,3,4,2018-06-21,4,1,1,34,1,1,2,1,2,1,2,1,2,2,98,2,3,4,1,2,2,2,2,2,2,2,22,24,18,31,15,12,122,4,1.575563430277399
528,53,MICHOACAN,COJUMATLAN DE REGULES,1679,NA,NA,3,4,2018-06-21,6,1,1,79,2,1,99,1,99,1,99,2,NA,2,1,2,2,8,1,2,5,1,2,2,1,5,10,24,0,0,0,6,40,7,1.2047868694273391
529,53,MICHOACAN,COJUMATLAN DE REGULES,1679,NA,NA,3,4,2018-06-21,1,1,1,41,1,1,4,1,1,1,4,1,2,97,1,2,7,6,1,8,1,1,3,1,1,3,43,47,18,31,31,12,182,2,0.8063164698417644
530,53,MICHOACAN,COJUMATLAN DE REGULES,1679,NA,NA,3,4,2018-06-21,3,1,1,60,2,1,3,1,2,1,3,1,2,2,98,98,3,8,1,NA,NA,NA,NA,NA,NA,5,73,47,18,31,0,6,175,2,0.9479768589844715
531,54,MEXICO,NEZAHUALCOYOTL,3357,NA,NA,1,29,2018-06-21,4,1,1,67,1,1,2,1,2,1,4,1,3,1,2,2,3,4,97,8,9,8,3,3,3,5,22,24,18,31,61,17,173,2,1.3734654351027658
532,54,MEXICO,NEZAHUALCOYOTL,3357,NA,NA,1,29,2018-06-21,4,1,1,35,1,1,4,1,3,2,NA,1,3,1,2,1,7,4,1,5,5,8,2,2,3,2,43,24,18,31,15,12,143,3,1.7147298335247732
533,54,MEXICO,NEZAHUALCOYOTL,3357,NA,NA,1,29,2018-06-21,4,1,1,39,2,1,3,1,1,1,2,1,3,99,99,99,7,6,97,NA,NA,8,NA,NA,3,3,43,0,0,0,0,0,43,7,0.9239306071314349
534,54,MEXICO,NEZAHUALCOYOTL,3357,NA,NA,1,29,2018-06-21,4,1,1,88,1,1,3,1,2,2,NA,1,3,1,2,2,99,99,99,8,8,8,3,3,3,5,0,0,0,0,31,0,31,7,1.3734654351027658
535,54,MEXICO,NEZAHUALCOYOTL,3357,NA,NA,1,29,2018-06-21,4,1,1,52,1,1,99,1,99,1,99,1,99,99,99,99,5,6,1,NA,5,5,NA,2,2,4,31,24,18,31,15,12,131,4,1.1158235481159162
536,54,MEXICO,NEZAHUALCOYOTL,3357,NA,NA,1,29,2018-06-21,6,1,1,60,1,1,3,1,4,1,2,1,2,2,97,1,5,11,97,2,2,2,2,2,2,5,31,24,0,0,15,23,93,5,1.8377418992392967
537,54,MEXICO,NEZAHUALCOYOTL,3357,NA,NA,1,29,2018-06-21,6,1,1,18,1,1,3,1,2,1,3,2,NA,2,2,2,7,1,1,8,8,8,3,3,3,1,31,47,18,0,61,23,180,2,0.9339213891141276
538,54,MEXICO,NEZAHUALCOYOTL,3357,NA,NA,1,29,2018-06-21,4,1,1,36,1,1,3,1,2,1,3,1,3,1,2,2,7,6,1,8,8,8,3,3,3,3,43,24,0,31,31,12,141,3,1.0389208011382398
539,54,MEXICO,NEZAHUALCOYOTL,3357,NA,NA,1,29,2018-06-21,4,1,1,22,1,1,4,1,4,1,3,1,4,1,1,1,9,5,97,1,1,1,1,1,1,1,43,24,0,31,46,12,156,3,1.262558943789356
540,54,MEXICO,NEZAHUALCOYOTL,3357,NA,NA,1,29,2018-06-21,3,1,1,21,2,1,3,1,4,1,3,1,4,1,2,1,6,5,1,3,3,6,1,1,1,1,35,24,0,31,31,17,138,3,0.8915847368685762
541,55,MICHOACAN,SAHUAYO,1730,NA,NA,1,4,2018-06-20,4,1,1,45,2,1,2,1,4,1,3,1,2,1,1,97,5,6,1,1,1,1,1,1,1,3,31,24,18,0,31,12,116,4,0.5289179916433111
542,55,MICHOACAN,SAHUAYO,1730,NA,NA,1,4,2018-06-20,2,1,1,25,2,1,4,1,2,1,2,1,1,1,1,2,10,6,1,1,2,1,1,2,1,1,73,24,37,31,61,17,243,1,0.47546244616700845
543,55,MICHOACAN,SAHUAYO,1730,NA,NA,1,4,2018-06-20,2,1,1,54,2,1,3,1,3,2,NA,2,NA,2,97,1,3,8,1,2,NA,NA,2,NA,NA,4,35,47,37,31,61,17,228,1,0.5340385029997626
544,55,MICHOACAN,SAHUAYO,1730,NA,NA,1,4,2018-06-20,10,1,1,63,1,1,4,1,4,1,1,1,3,2,1,1,7,12,1,2,2,2,2,2,2,5,43,47,18,0,31,17,156,3,0.8193066034356224
545,55,MICHOACAN,SAHUAYO,1730,NA,NA,1,4,2018-06-20,1,1,1,65,1,1,4,1,4,1,1,1,3,2,2,1,9,12,1,2,2,2,2,2,2,5,59,47,18,31,61,23,239,1,0.8193066034356224
546,55,MICHOACAN,SAHUAYO,1730,NA,NA,1,4,2018-06-20,8,1,1,22,2,1,2,1,4,1,2,1,3,2,1,1,10,3,1,2,2,2,2,2,2,1,10,47,37,31,61,23,209,2,0.47058888185884523
547,55,MICHOACAN,SAHUAYO,1730,NA,NA,1,4,2018-06-20,1,1,1,61,2,1,3,1,2,1,99,1,2,98,2,2,2,8,1,11,7,7,5,2,2,5,23,47,0,0,46,12,128,4,0.5845638783188353
548,55,MICHOACAN,SAHUAYO,1730,NA,NA,1,4,2018-06-20,3,1,1,49,2,1,2,1,4,1,2,2,NA,1,1,1,4,8,1,NA,1,1,NA,1,1,4,0,47,0,0,15,12,74,6,0.4202039012021426
549,55,MICHOACAN,SAHUAYO,1730,NA,NA,1,4,2018-06-20,2,1,1,33,2,1,2,1,2,1,2,1,2,2,2,2,3,6,1,2,2,2,2,2,2,2,10,24,18,0,31,12,95,5,0.7644997727451043
550,55,MICHOACAN,SAHUAYO,1730,NA,NA,1,4,2018-06-20,6,1,1,23,2,1,1,1,4,2,NA,2,NA,1,1,1,3,4,1,1,1,1,1,1,1,1,23,24,0,31,61,17,156,3,0.47546244616700845
551,56,MORELOS,CUAUTLA,120,NA,NA,1,3,2018-06-21,11,1,1,65,2,1,99,1,3,1,1,1,99,2,97,1,3,8,1,2,2,2,2,2,2,5,22,24,0,0,0,12,58,6,1.2807826775919469
552,56,MORELOS,CUAUTLA,120,NA,NA,1,3,2018-06-21,4,1,1,44,1,1,3,1,2,1,3,1,4,97,2,2,10,4,97,8,8,3,3,3,1,3,73,24,18,31,61,23,230,1,0.8571774754826912
553,56,MORELOS,CUAUTLA,120,NA,NA,1,3,2018-06-21,4,1,1,37,2,1,3,1,2,1,4,1,3,97,2,2,4,6,7,20,20,20,3,3,3,3,22,47,37,0,15,12,133,4,0.8183197888345104
554,56,MORELOS,CUAUTLA,120,NA,NA,1,3,2018-06-21,8,1,1,22,1,1,2,1,2,1,99,2,NA,1,1,2,7,4,97,1,1,1,1,1,1,1,31,24,37,31,61,17,201,2,1.0416935409318555
555,56,MORELOS,CUAUTLA,120,NA,NA,1,3,2018-06-21,8,1,1,58,2,1,3,1,3,1,2,1,2,2,97,1,3,8,1,2,2,2,2,2,2,5,22,24,0,31,0,12,89,5,1.2807826775919469
556,56,MORELOS,CUAUTLA,120,NA,NA,1,3,2018-06-21,35,1,1,20,1,1,2,1,2,1,2,1,2,1,2,2,6,4,97,4,4,4,3,3,3,1,43,47,0,0,31,23,144,3,0.8708599418895773
557,56,MORELOS,CUAUTLA,120,NA,NA,1,3,2018-06-21,10,1,1,43,1,1,3,1,2,1,3,1,3,97,2,2,2,4,97,8,8,8,3,3,3,3,0,47,18,31,61,12,169,2,0.8571774754826912
558,56,MORELOS,CUAUTLA,120,NA,NA,1,3,2018-06-21,8,1,1,64,1,1,99,1,1,1,4,1,99,2,2,2,2,9,1,8,5,8,3,2,3,5,22,47,0,0,0,12,81,5,1.1331986355786436
559,56,MORELOS,CUAUTLA,120,NA,NA,1,3,2018-06-21,12,1,1,23,1,1,2,1,2,1,2,1,1,1,1,2,5,4,1,8,7,8,3,2,3,1,31,24,0,0,61,12,128,4,0.7705461068284221
560,56,MORELOS,CUAUTLA,120,NA,NA,1,3,2018-06-21,14,1,1,47,1,1,3,1,2,1,2,1,2,2,2,2,10,4,1,8,8,8,3,3,3,4,73,24,0,0,15,12,124,4,0.8744390385032026
561,57,MORELOS,JIUTEPEC,447,NA,NA,1,2,2018-06-20,6,1,1,56,2,1,3,1,2,1,3,1,2,97,2,2,7,6,1,9,9,9,3,3,3,5,31,24,0,31,31,12,129,4,0.6530340249982554
562,57,MORELOS,JIUTEPEC,447,NA,NA,1,2,2018-06-20,8,1,1,34,1,1,3,1,2,1,3,1,2,97,2,2,10,2,97,9,9,9,3,3,3,2,73,24,18,0,31,12,158,3,0.8540070900699344
563,57,MORELOS,JIUTEPEC,447,NA,NA,1,2,2018-06-20,10,1,1,42,2,1,3,1,3,1,99,1,2,2,1,1,7,8,1,11,1,3,5,1,1,3,43,24,0,0,15,12,94,5,0.49396993552368035
564,57,MORELOS,JIUTEPEC,447,NA,NA,1,2,2018-06-20,6,1,1,72,1,1,99,1,1,1,2,2,NA,2,2,2,7,10,1,3,2,8,1,2,3,5,35,47,18,31,0,12,143,3,0.7730955800954453
565,57,MORELOS,JIUTEPEC,447,NA,NA,1,2,2018-06-20,8,1,1,47,1,2,NA,1,1,1,3,2,NA,97,2,2,10,12,1,8,8,3,3,3,1,4,73,24,18,31,31,17,194,2,0.5278457167509228
566,57,MORELOS,JIUTEPEC,447,NA,NA,1,2,2018-06-20,12,1,1,50,2,1,4,1,1,1,4,1,3,97,2,2,7,4,97,8,8,8,3,3,3,4,43,24,0,0,15,12,94,5,0.44587140563575306
567,57,MORELOS,JIUTEPEC,447,NA,NA,1,2,2018-06-20,7,1,1,23,1,1,2,1,1,1,2,1,2,1,2,2,10,4,7,4,8,6,3,3,1,1,73,24,18,31,31,17,194,2,0.525685233590686
568,57,MORELOS,JIUTEPEC,447,NA,NA,1,2,2018-06-20,11,1,1,38,1,2,NA,1,2,2,NA,2,NA,1,2,2,10,1,1,8,8,8,3,3,3,3,59,47,0,0,31,12,149,3,0.5174259599655907
569,57,MORELOS,JIUTEPEC,447,NA,NA,1,2,2018-06-20,12,1,1,32,2,1,4,1,2,1,3,1,2,2,2,2,9,8,1,8,8,8,3,3,3,2,59,24,0,31,46,17,177,2,0.6382846674301026
570,57,MORELOS,JIUTEPEC,447,NA,NA,1,2,2018-06-20,6,1,1,38,2,1,3,1,2,1,3,1,2,97,2,2,5,8,97,NA,NA,NA,NA,NA,NA,3,31,47,0,0,15,12,105,5,0.4601560396257403
571,58,MORELOS,TLALNEPANTLA,703,NA,NA,1,5,2018-06-22,5,1,1,47,2,1,3,1,2,1,3,1,2,97,2,2,7,8,1,8,8,8,3,3,3,4,73,0,0,0,0,17,90,5,0.9536856281824385
572,58,MORELOS,TLALNEPANTLA,703,NA,NA,1,5,2018-06-22,5,1,1,26,1,1,2,1,2,1,2,1,2,2,1,1,5,11,1,1,7,7,1,2,2,2,43,24,18,0,15,6,106,5,2.1849864598587225
573,58,MORELOS,TLALNEPANTLA,703,NA,NA,1,5,2018-06-22,10,1,1,44,1,1,3,1,2,1,3,1,3,97,2,2,5,6,1,8,8,8,3,3,3,3,22,24,18,31,0,12,107,5,1.1067354744672966
574,58,MORELOS,TLALNEPANTLA,703,NA,NA,1,5,2018-06-22,6,1,1,42,1,1,2,1,2,1,99,1,2,98,2,2,3,11,1,8,8,7,3,3,2,3,22,0,18,0,15,12,67,6,1.1067354744672966
575,58,MORELOS,TLALNEPANTLA,703,NA,NA,1,5,2018-06-22,14,1,1,18,1,1,2,1,1,1,3,1,3,1,2,2,6,5,1,8,9,8,3,3,3,1,59,0,18,0,46,12,135,4,0.9948823149598759
576,58,MORELOS,TLALNEPANTLA,703,NA,NA,1,5,2018-06-22,9,1,1,45,2,1,3,1,3,1,3,1,2,97,2,2,5,8,1,11,8,8,5,3,3,3,0,0,0,0,15,6,21,7,1.0565647904498954
577,58,MORELOS,TLALNEPANTLA,703,NA,NA,1,5,2018-06-22,9,1,1,19,1,1,3,1,1,1,4,1,2,1,2,2,6,5,1,8,8,8,3,3,3,1,43,0,18,0,15,12,88,5,0.9948823149598759
578,58,MORELOS,TLALNEPANTLA,703,NA,NA,1,5,2018-06-22,7,1,1,24,1,1,2,1,3,1,2,1,2,2,2,1,2,11,13,11,9,7,5,3,2,1,0,24,0,31,0,6,61,6,1.1244014437488399
579,58,MORELOS,TLALNEPANTLA,703,NA,NA,1,5,2018-06-22,14,1,1,50,1,1,3,1,2,1,2,1,2,2,2,2,3,11,1,8,8,7,3,3,2,4,22,24,18,0,46,17,127,4,1.1290225558313922
580,58,MORELOS,TLALNEPANTLA,703,NA,NA,1,5,2018-06-22,12,1,1,18,2,1,2,1,2,1,2,1,2,1,2,2,7,5,1,11,4,3,5,3,1,1,31,47,18,0,15,12,123,4,0.949782173679614
581,59,NAYARIT,ROSAMORADA,314,NA,NA,1,1,2018-06-23,1,1,1,35,2,1,3,1,2,1,3,1,3,2,2,2,5,8,1,8,8,NA,3,3,NA,2,31,0,18,0,15,12,76,6,0.4893794637090461
582,59,NAYARIT,ROSAMORADA,314,NA,NA,1,1,2018-06-23,1,1,1,63,1,1,3,1,3,1,2,1,3,2,97,1,5,11,1,2,2,2,2,2,2,5,31,24,18,0,15,23,111,4,0.7017487018837522
583,59,NAYARIT,ROSAMORADA,314,NA,NA,1,1,2018-06-23,2,1,1,49,2,1,3,1,2,1,2,1,1,2,2,1,5,8,1,5,2,4,2,2,3,4,31,24,18,31,46,12,162,3,0.3863586443391546
584,59,NAYARIT,ROSAMORADA,314,NA,NA,1,1,2018-06-23,4,1,1,33,2,1,3,1,4,1,2,2,NA,2,99,1,7,8,1,2,2,2,2,2,2,2,43,0,37,0,15,12,107,5,0.6548058087956755
585,59,NAYARIT,ROSAMORADA,314,NA,NA,1,1,2018-06-23,1,1,1,62,1,2,NA,1,2,1,2,1,2,1,1,99,8,11,1,1,2,2,1,2,2,5,43,24,18,0,0,17,102,5,0.7090162289304841
586,59,NAYARIT,ROSAMORADA,314,NA,NA,1,1,2018-06-23,5,1,1,48,2,1,3,1,2,2,NA,2,NA,2,2,2,5,8,1,8,8,8,3,3,3,4,10,0,18,0,15,6,49,7,0.34185422352655537
587,59,NAYARIT,ROSAMORADA,314,NA,NA,1,1,2018-06-23,2,1,1,47,1,1,3,1,2,1,3,1,3,97,2,2,5,11,1,8,8,8,3,3,3,4,10,0,0,0,15,12,37,7,0.4047047766707814
588,59,NAYARIT,ROSAMORADA,314,NA,NA,1,1,2018-06-23,6,1,1,21,2,1,2,1,3,1,2,2,NA,1,1,2,5,8,97,3,1,1,1,1,1,1,22,0,0,0,0,12,34,7,0.34045500729774686
589,59,NAYARIT,ROSAMORADA,314,NA,NA,1,1,2018-06-23,4,1,1,42,2,1,4,1,2,1,3,1,4,97,2,2,10,8,13,9,NA,NA,3,NA,NA,3,43,24,0,31,15,12,125,4,0.37873186443326734
590,59,NAYARIT,ROSAMORADA,314,NA,NA,1,1,2018-06-23,3,1,1,48,2,2,NA,1,3,1,3,2,NA,97,2,2,5,6,1,8,8,8,3,3,3,4,31,24,0,0,31,6,92,5,0.34185422352655537
591,60,NUEVO LEON,GUADALUPE,671,NA,NA,1,8,2018-06-22,21,1,1,41,2,1,99,1,99,1,2,1,2,1,2,2,5,8,1,9,6,8,3,1,3,3,10,47,18,31,31,17,154,3,1.2818616943742027
592,60,NUEVO LEON,GUADALUPE,671,NA,NA,1,8,2018-06-22,15,1,1,60,1,1,2,1,3,1,2,1,3,1,1,1,5,4,1,3,1,8,1,1,3,5,31,24,0,31,46,12,144,3,2.006198229784467
593,60,NUEVO LEON,GUADALUPE,671,NA,NA,1,8,2018-06-22,13,1,1,30,1,1,3,1,2,1,4,1,2,1,2,2,10,7,97,8,8,10,3,3,4,2,73,47,37,31,31,12,231,1,1.9608864482984028
594,60,NUEVO LEON,GUADALUPE,671,NA,NA,1,8,2018-06-22,15,1,1,50,1,1,2,1,2,1,2,1,2,2,1,1,5,4,7,2,2,2,2,2,2,4,31,24,18,0,15,12,100,5,1.8327973025567452
595,60,NUEVO LEON,GUADALUPE,671,NA,NA,1,8,2018-06-22,3,1,1,42,1,1,2,1,99,2,NA,1,3,1,1,1,6,2,7,1,1,1,1,1,1,3,35,24,0,0,31,17,107,5,1.8152239265752388
596,60,NUEVO LEON,GUADALUPE,671,NA,NA,1,8,2018-06-22,5,1,1,61,1,1,3,1,3,1,2,1,3,2,2,1,5,2,7,2,9,2,2,3,2,5,31,24,18,0,15,6,94,5,2.3751494513610005
597,60,NUEVO LEON,GUADALUPE,671,NA,NA,1,8,2018-06-22,5,1,1,64,1,1,2,1,3,1,2,1,3,2,1,1,3,10,1,2,2,2,2,2,2,5,22,24,0,0,0,6,52,6,2.3751494513610005
598,60,NUEVO LEON,GUADALUPE,671,NA,NA,1,8,2018-06-22,15,1,1,28,1,1,2,1,2,1,2,1,3,1,1,1,7,4,1,1,1,10,1,1,4,2,31,47,37,31,61,17,224,1,2.6509026904318516
599,60,NUEVO LEON,GUADALUPE,671,NA,NA,1,8,2018-06-22,3,1,1,42,1,1,1,1,4,1,1,1,4,2,1,1,5,2,1,2,2,2,2,2,2,3,31,47,18,0,46,12,154,3,1.7966175979131143
600,60,NUEVO LEON,GUADALUPE,671,NA,NA,1,8,2018-06-22,78,1,1,61,1,1,2,1,1,1,2,1,2,2,2,2,3,9,1,2,NA,2,2,NA,2,5,22,47,0,0,0,12,81,5,2.3751494513610005
601,61,NUEVO LEON,MONTERREY,1259,25.68601252,-100.28928326,1,10,2018-06-20,3,1,1,51,1,1,3,1,3,1,3,1,3,98,98,98,6,2,1,NA,NA,NA,NA,NA,NA,4,31,47,18,31,61,23,211,2,0.31665559836481044
602,61,NUEVO LEON,MONTERREY,1259,25.68499278,-100.28874325,1,10,2018-06-20,9,1,1,79,2,1,3,1,99,1,99,1,2,2,97,1,3,8,1,11,NA,NA,5,NA,NA,5,22,24,0,0,0,6,52,6,0.3466301180387852
603,61,NUEVO LEON,MONTERREY,1259,25.68513503,-100.28923562,1,10,2018-06-20,5,1,1,59,1,1,3,1,2,1,3,1,4,97,2,2,10,9,1,8,6,6,3,1,1,5,59,47,37,0,0,12,155,3,0.3630897523936583
604,61,NUEVO LEON,MONTERREY,1259,25.68674535,-100.28885815,1,10,2018-06-20,7,1,1,65,2,1,3,1,1,1,3,1,2,99,2,2,5,10,7,8,8,8,3,3,3,5,43,47,0,31,31,17,169,2,0.3067020023733382
605,61,NUEVO LEON,MONTERREY,1259,25.68603714,-100.28901324,1,10,2018-06-20,11,1,1,53,1,1,1,1,99,2,NA,1,1,98,1,98,7,10,97,11,1,1,5,1,1,4,10,24,0,31,15,12,92,5,0.31665559836481044
606,61,NUEVO LEON,MONTERREY,1259,25.68577614,-100.28846443,1,10,2018-06-20,7,1,1,43,2,1,2,1,4,1,2,1,3,1,1,1,7,8,1,6,NA,2,1,NA,2,3,43,47,18,31,15,12,166,3,0.6264803737141631
607,61,NUEVO LEON,MONTERREY,1259,25.68570957,-100.28886991,1,10,2018-06-20,3,1,1,55,2,1,2,1,3,1,2,1,2,99,99,99,9,8,1,NA,NA,NA,NA,NA,NA,4,73,47,37,31,15,12,215,1,0.2491692238886728
608,61,NUEVO LEON,MONTERREY,1259,25.68639416,-100.2902883,1,10,2018-06-20,13,1,1,32,2,1,2,1,3,1,2,1,3,2,1,1,7,8,1,2,6,2,2,1,2,2,43,24,18,31,15,6,137,4,0.45332709785178227
609,61,NUEVO LEON,MONTERREY,1259,25.68539537,-100.28941667,1,10,2018-06-20,9,1,1,44,1,1,4,1,2,1,3,1,4,97,2,2,10,2,97,8,8,8,3,3,3,3,73,47,37,31,31,17,236,1,0.27464942822800636
610,61,NUEVO LEON,MONTERREY,1259,25.68531787,-100.28931922,1,10,2018-06-20,3,1,1,80,2,1,1,1,3,1,1,1,3,1,1,1,3,8,1,1,NA,NA,1,NA,NA,5,22,47,0,0,0,12,81,5,0.4146273558868476
611,62,NUEVO LEON,MONTERREY,1684,NA,NA,1,10,2018-06-22,5,1,1,54,2,1,3,1,3,2,NA,1,3,97,97,97,4,2,8,NA,NA,NA,NA,NA,NA,4,23,24,0,0,15,6,68,6,0.3802137791478395
