folio,punto,edo,mun,secc,latitude,longitude,tipo_secc,df,fecha,int,p05,p06,p07,p08,p09a,p10a,p09b,p10b,p09c,p10c,p09d,p10d,p11,p12,p13,p14,p15,p16,bol1,bol2,bol3,bol1_rec,bol2_rec,bol3_rec,edadrec,nse_1,nse_2,nse_3,nse_4,nse_5,nse_6,nse_suma,nse,pond
837,84,SONORA,CAJEME,906,27.45053745,-109.95209207,1,6,2018-06-23,3,1,1,33,2,1,4,1,2,1,3,1,3,1,2,2,10,2,1,8,4,8,3,3,3,2,59,24,0,31,31,6,151,3,1.3920126955245986
838,84,SONORA,CAJEME,906,27.45238132,-109.95210986,1,6,2018-06-23,5,1,1,32,2,1,3,1,4,1,99,1,3,2,97,1,10,1,1,NA,2,NA,NA,2,NA,2,73,47,37,31,31,23,242,1,1.5732323924440224
839,84,SONORA,CAJEME,906,27.45253644,-109.95197503,1,6,2018-06-23,1,1,1,63,2,2,NA,1,2,2,NA,2,NA,99,99,99,2,8,1,NA,NA,NA,NA,NA,NA,5,10,24,0,31,61,6,132,4,1.4241790533165921
840,84,SONORA,CAJEME,906,27.45339159,-109.95204294,1,6,2018-06-23,5,1,1,35,1,1,1,1,1,1,2,1,2,2,1,1,7,9,2,1,4,4,1,3,3,2,43,24,18,0,31,6,122,4,2.227829330855982
841,85,TABASCO,HUIMANGUILLO,776,NA,NA,2,2,2018-06-23,1,1,1,24,1,1,4,1,1,1,4,1,2,1,2,2,5,2,97,4,4,4,3,3,3,1,31,24,18,0,61,12,146,3,0.3913357965945837
842,85,TABASCO,HUIMANGUILLO,776,17.636413485,-93.62663386,2,2,2018-06-23,1,1,1,18,1,1,1,1,3,1,2,1,3,1,1,1,6,5,97,1,3,1,1,1,1,1,10,24,0,0,31,12,77,6,0.46810279361740287
843,85,TABASCO,HUIMANGUILLO,776,17.63623676,-93.626510002,2,2,2018-06-23,1,1,1,38,2,1,2,1,2,1,2,1,2,1,2,2,7,6,7,8,8,4,3,3,3,3,73,0,18,0,31,6,128,4,0.3253678455039927
844,85,TABASCO,HUIMANGUILLO,776,NA,NA,2,2,2018-06-23,1,1,1,26,2,2,NA,1,99,2,NA,2,NA,1,1,2,3,8,5,10,8,5,4,3,2,2,22,24,0,0,31,6,83,5,0.5370168264454053
845,85,TABASCO,HUIMANGUILLO,776,NA,NA,2,2,2018-06-23,1,1,1,76,2,2,NA,1,2,2,NA,2,NA,97,2,2,1,8,1,8,8,8,3,3,3,5,0,24,0,0,15,6,45,7,0.4301400924921209
846,85,TABASCO,HUIMANGUILLO,776,NA,NA,2,2,2018-06-23,1,1,1,72,1,1,99,1,2,2,NA,1,2,97,2,2,1,9,1,4,8,8,3,3,3,5,0,0,0,0,15,12,27,7,0.5755154517350765
847,85,TABASCO,HUIMANGUILLO,776,NA,NA,2,2,2018-06-23,2,1,1,25,1,1,3,1,2,1,3,1,3,97,2,2,7,4,97,8,8,8,3,3,3,1,10,24,18,0,31,6,89,5,0.34625806059499575
848,85,TABASCO,HUIMANGUILLO,776,NA,NA,2,2,2018-06-23,3,1,1,20,1,1,3,1,1,1,3,1,3,97,2,2,10,5,5,8,8,8,3,3,3,1,10,24,18,31,31,17,131,4,0.34625806059499575
849,85,TABASCO,HUIMANGUILLO,776,NA,NA,2,2,2018-06-23,1,1,1,43,1,1,2,1,1,1,2,1,2,97,2,2,5,4,97,8,8,8,3,3,3,3,31,0,0,0,15,6,52,6,0.3851873465015648
850,85,TABASCO,HUIMANGUILLO,776,NA,NA,2,2,2018-06-23,1,1,1,26,2,2,NA,1,2,1,3,2,NA,98,2,2,5,8,1,8,8,8,3,3,3,2,35,24,0,0,15,6,80,5,0.4751581798802381
851,86,TAMAULIPAS,SAN FERNANDO,1254,NA,NA,2,3,2018-06-23,2,1,1,46,1,1,3,1,2,1,3,1,99,98,98,98,3,11,1,NA,NA,NA,NA,NA,NA,4,0,47,18,0,0,17,82,5,0.7146252275089007
852,86,TAMAULIPAS,SAN FERNANDO,1254,NA,NA,2,3,2018-06-23,2,1,1,47,1,1,3,1,2,1,3,1,3,97,2,2,5,11,1,8,8,8,3,3,3,4,0,0,18,0,61,12,91,5,0.6323079756126617
853,86,TAMAULIPAS,SAN FERNANDO,1254,NA,NA,2,3,2018-06-23,2,1,1,67,2,1,99,1,99,2,NA,2,NA,97,2,98,1,8,1,8,NA,NA,3,NA,NA,5,0,47,18,0,0,17,82,5,0.692162050364176
854,86,TAMAULIPAS,SAN FERNANDO,1254,NA,NA,2,3,2018-06-23,2,1,1,50,2,1,2,1,99,1,99,1,99,99,2,99,3,8,1,NA,NA,NA,NA,NA,NA,4,22,0,0,0,31,17,70,6,0.6036441039125023
855,86,TAMAULIPAS,SAN FERNANDO,1254,NA,NA,2,3,2018-06-23,4,1,1,63,2,1,2,1,99,1,2,1,2,99,2,2,1,8,1,8,NA,NA,3,NA,NA,5,10,24,0,0,61,17,112,4,0.692162050364176
856,86,TAMAULIPAS,SAN FERNANDO,1254,NA,NA,2,3,2018-06-23,4,1,1,33,2,1,2,1,2,1,2,1,2,98,98,98,7,8,1,NA,NA,NA,NA,NA,NA,2,43,24,18,31,0,6,122,4,0.8641432736924499
857,86,TAMAULIPAS,SAN FERNANDO,1254,NA,NA,2,3,2018-06-23,2,1,1,52,2,2,NA,1,99,2,NA,2,NA,99,99,98,3,8,1,NA,NA,NA,NA,NA,NA,4,31,0,0,0,0,6,37,7,0.6036441039125023
858,86,TAMAULIPAS,SAN FERNANDO,1254,NA,NA,2,3,2018-06-23,7,1,1,59,1,1,99,1,1,1,99,1,99,1,2,2,3,10,1,8,8,8,3,3,3,5,10,24,18,0,0,23,75,6,0.8194173677976048
859,86,TAMAULIPAS,SAN FERNANDO,1254,NA,NA,2,3,2018-06-23,2,1,1,51,2,1,99,1,99,1,99,2,NA,1,2,2,3,8,1,NA,NA,NA,NA,NA,NA,4,22,0,18,0,15,17,72,6,0.6036441039125023
860,86,TAMAULIPAS,SAN FERNANDO,1254,NA,NA,2,3,2018-06-23,2,1,1,51,2,1,99,1,99,1,99,1,99,99,99,99,3,8,1,NA,NA,NA,NA,NA,NA,4,23,24,0,0,31,17,95,5,0.6036441039125023
861,87,JALISCO,GUADALAJARA,1200,NA,NA,1,9,2018-06-20,5,1,1,35,2,1,2,1,2,2,NA,1,3,98,98,98,5,8,1,NA,NA,NA,NA,NA,NA,2,31,24,0,0,15,17,87,5,2.5744662297736234
862,87,JALISCO,GUADALAJARA,1200,NA,NA,1,9,2018-06-20,42,1,1,66,2,1,99,1,3,1,2,1,99,99,99,99,1,8,1,NA,NA,NA,NA,NA,NA,5,22,24,37,31,31,23,168,2,2.3305526224378155
863,87,JALISCO,GUADALAJARA,1200,NA,NA,1,9,2018-06-20,1,1,1,47,2,1,3,1,4,1,3,1,4,1,1,1,5,8,1,1,6,6,1,1,1,4,31,24,18,31,15,17,136,4,2.151166696542621
864,87,JALISCO,GUADALAJARA,1200,NA,NA,1,9,2018-06-24,34,1,1,35,1,2,NA,1,2,2,NA,2,NA,2,2,2,3,2,13,8,8,8,3,3,3,2,10,0,0,31,46,12,99,5,2.6967140397469653
865,87,JALISCO,GUADALAJARA,1200,NA,NA,1,9,2018-06-24,8,1,1,30,1,1,3,1,2,1,2,1,2,97,2,2,10,6,1,8,NA,NA,3,NA,NA,2,73,47,18,0,15,12,165,3,2.6967140397469653
866,87,JALISCO,GUADALAJARA,1200,NA,NA,1,9,2018-06-24,33,1,1,46,2,1,4,1,3,1,4,1,4,97,2,2,5,8,13,NA,NA,NA,NA,NA,NA,4,10,47,0,0,0,12,69,6,1.675278511429193
867,87,JALISCO,GUADALAJARA,1200,NA,NA,1,9,2018-06-24,4,1,1,57,2,1,2,1,2,1,3,1,2,1,2,2,3,8,4,8,8,8,3,3,3,5,22,47,0,0,15,12,96,5,2.0620976618602245
868,87,JALISCO,GUADALAJARA,1200,NA,NA,1,9,2018-06-24,6,1,1,25,2,1,3,1,2,1,3,1,3,2,2,2,5,2,97,8,8,8,3,3,3,1,22,24,0,31,46,17,140,3,1.4021737013785134
869,87,JALISCO,GUADALAJARA,1200,NA,NA,1,9,2018-06-24,4,1,1,27,2,1,4,1,2,1,4,1,2,1,2,2,7,2,97,8,8,8,3,3,3,2,43,24,18,0,15,12,112,4,2.2779150068712712
870,87,JALISCO,GUADALAJARA,1200,NA,NA,1,9,2018-06-20,34,1,1,60,1,1,3,1,3,1,2,1,2,2,97,1,1,12,1,2,2,2,2,2,2,5,0,24,18,31,46,17,136,4,3.2664302808256243
871,88,TAMAULIPAS,VICTORIA,1591,NA,NA,1,5,2018-06-22,2,1,1,36,1,1,3,1,2,1,2,1,2,99,2,2,7,2,97,NA,2,2,NA,2,2,3,31,24,0,31,31,17,134,4,1.082967744548429
872,88,TAMAULIPAS,VICTORIA,1591,NA,NA,1,5,2018-06-22,4,1,1,28,1,1,2,1,99,2,NA,1,99,2,1,2,7,4,1,1,NA,5,1,NA,2,2,73,24,0,0,15,12,124,4,1.8917805555366751
873,88,TAMAULIPAS,VICTORIA,1591,NA,NA,1,5,2018-06-22,2,1,1,62,1,1,2,1,2,1,2,1,99,99,99,99,3,10,99,NA,NA,NA,NA,NA,NA,5,22,24,0,0,15,12,73,6,1.4316960088188198
874,88,TAMAULIPAS,VICTORIA,1591,NA,NA,1,5,2018-06-22,6,1,1,67,2,1,99,1,99,1,99,1,3,1,1,1,3,8,1,1,NA,NA,1,NA,NA,5,22,47,0,31,15,12,127,4,1.4465887753863778
875,88,TAMAULIPAS,VICTORIA,1591,NA,NA,1,5,2018-06-22,9,1,1,68,2,1,2,1,3,1,2,1,99,1,98,1,1,8,4,NA,NA,NA,NA,NA,NA,5,0,24,0,0,0,12,36,7,1.2093539677169856
876,88,TAMAULIPAS,VICTORIA,1591,NA,NA,1,5,2018-06-22,2,1,1,46,2,1,2,1,2,2,NA,2,NA,99,99,99,7,8,1,NA,NA,NA,NA,NA,NA,4,43,24,0,31,31,6,135,4,0.9332047246954907
877,88,TAMAULIPAS,VICTORIA,1591,NA,NA,1,5,2018-06-22,2,1,1,26,2,1,2,1,2,1,2,1,2,1,2,2,7,8,1,16,8,8,2,3,3,2,73,24,0,0,46,12,155,3,1.3359239005182315
878,88,TAMAULIPAS,VICTORIA,1591,NA,NA,1,5,2018-06-22,2,1,1,46,1,1,99,1,2,1,99,1,3,97,97,97,7,2,1,8,8,8,3,3,3,4,43,24,37,0,31,12,147,3,0.9775176904401728
879,88,TAMAULIPAS,VICTORIA,1591,NA,NA,1,5,2018-06-22,4,1,1,54,2,1,2,1,2,1,2,1,2,1,1,1,5,8,1,NA,NA,NA,NA,NA,NA,4,43,24,18,31,31,17,164,3,0.9332047246954907
880,88,TAMAULIPAS,VICTORIA,1591,NA,NA,1,5,2018-06-22,2,1,1,22,1,1,99,1,99,1,99,1,99,99,99,99,10,2,7,NA,NA,NA,NA,NA,NA,1,43,47,0,31,31,17,169,2,0.9735166908260638
881,89,TLAXCALA,NANACAMILPA DE MARIANO ARISTA,307,NA,NA,2,3,2018-06-21,11,1,1,64,2,1,2,1,2,1,2,1,2,1,1,2,3,8,97,NA,NA,NA,NA,NA,NA,5,22,24,0,0,15,6,67,6,0.3962527330860069
882,89,TLAXCALA,NANACAMILPA DE MARIANO ARISTA,307,NA,NA,2,3,2018-06-21,7,1,1,42,2,1,2,1,2,1,2,1,2,1,1,1,5,8,1,3,3,3,1,1,1,3,31,47,0,0,0,17,95,5,0.3217602337726147
883,89,TLAXCALA,NANACAMILPA DE MARIANO ARISTA,307,NA,NA,2,3,2018-06-21,11,1,1,25,1,1,3,1,2,1,3,1,2,1,2,2,7,4,1,8,8,8,3,3,3,1,22,47,37,31,15,17,169,2,0.3029758034066442
884,89,TLAXCALA,NANACAMILPA DE MARIANO ARISTA,307,NA,NA,2,3,2018-06-21,5,1,1,55,1,1,3,1,2,1,3,1,3,97,2,2,5,11,1,8,8,8,3,3,3,4,31,47,18,0,15,17,128,4,0.34382610965502447
885,89,TLAXCALA,NANACAMILPA DE MARIANO ARISTA,307,NA,NA,2,3,2018-06-21,9,1,1,22,1,2,NA,2,NA,2,NA,2,NA,1,1,1,5,8,1,1,1,4,1,1,3,1,31,24,18,0,15,12,100,5,0.409589944937088
886,89,TLAXCALA,NANACAMILPA DE MARIANO ARISTA,307,NA,NA,2,3,2018-06-21,5,1,1,49,2,1,3,1,2,2,NA,2,NA,97,2,2,5,8,1,8,8,8,3,3,3,4,31,24,0,0,15,12,82,5,0.2904299986552658
887,89,TLAXCALA,NANACAMILPA DE MARIANO ARISTA,307,NA,NA,2,3,2018-06-21,9,1,1,51,2,1,2,1,3,1,2,1,2,98,99,1,5,8,1,NA,NA,NA,NA,NA,NA,4,31,24,0,31,15,12,113,4,0.3057706284186107
888,89,TLAXCALA,NANACAMILPA DE MARIANO ARISTA,307,NA,NA,2,3,2018-06-21,3,1,1,46,2,1,3,1,2,1,1,1,2,2,2,2,5,8,1,2,2,2,2,2,2,4,23,24,0,0,31,12,90,5,0.38860488490186085
889,89,TLAXCALA,NANACAMILPA DE MARIANO ARISTA,307,NA,NA,2,3,2018-06-21,3,1,1,50,2,1,2,1,2,2,NA,1,2,2,2,2,3,8,1,NA,NA,NA,NA,NA,NA,4,0,24,0,0,15,12,51,6,0.3057706284186107
890,89,TLAXCALA,NANACAMILPA DE MARIANO ARISTA,307,NA,NA,2,3,2018-06-21,15,1,1,42,2,1,99,1,3,1,2,2,NA,2,1,1,5,8,1,2,2,2,2,2,2,3,43,24,0,0,15,6,88,5,0.3809337638568831
891,90,VERACRUZ,CARLOS A. CARRILLO,1123,NA,NA,1,17,2018-06-22,4,1,1,59,1,1,3,1,2,1,3,1,2,2,2,2,1,9,5,11,6,NA,5,1,NA,5,0,24,0,0,31,6,61,6,0.9879006430850615
892,90,VERACRUZ,CARLOS A. CARRILLO,1123,NA,NA,1,17,2018-06-22,6,1,1,51,2,1,2,1,2,1,3,1,99,99,99,2,3,4,7,NA,NA,NA,NA,NA,NA,4,10,0,18,0,31,6,65,6,0.599851835489552
893,90,VERACRUZ,CARLOS A. CARRILLO,1123,NA,NA,1,17,2018-06-22,6,1,1,38,1,1,2,1,2,1,3,1,3,1,1,2,5,4,7,1,3,3,1,1,1,3,31,24,0,31,31,12,129,4,0.8938602665399247
894,90,VERACRUZ,CARLOS A. CARRILLO,1123,NA,NA,1,17,2018-06-22,6,1,1,60,1,1,2,1,2,1,2,1,99,1,1,2,5,2,1,1,1,2,1,1,2,5,31,47,0,0,31,17,126,4,1.1816937138608459
895,90,VERACRUZ,CARLOS A. CARRILLO,1123,NA,NA,1,17,2018-06-22,6,1,1,81,1,1,99,1,99,1,99,1,99,98,98,98,1,4,97,NA,NA,NA,NA,NA,NA,5,0,0,0,0,15,17,32,7,0.920275536574536
896,90,VERACRUZ,CARLOS A. CARRILLO,1123,NA,NA,1,17,2018-06-22,4,1,1,51,1,2,NA,2,NA,2,NA,2,NA,99,98,99,9,4,97,NA,NA,NA,NA,NA,NA,4,59,24,0,31,15,12,141,3,0.7101357432797653
897,90,VERACRUZ,CARLOS A. CARRILLO,1123,NA,NA,1,17,2018-06-22,4,1,1,61,1,1,3,1,1,1,3,1,99,97,2,2,2,10,1,8,4,4,3,3,3,5,10,24,0,31,0,17,82,5,0.8741049597605786
898,90,VERACRUZ,CARLOS A. CARRILLO,1123,NA,NA,1,17,2018-06-22,10,1,1,68,2,1,99,1,3,1,99,1,99,1,1,1,5,8,1,NA,2,2,NA,2,2,5,31,24,0,31,31,12,129,4,0.7773569701206974
899,90,VERACRUZ,CARLOS A. CARRILLO,1123,NA,NA,1,17,2018-06-22,4,1,1,71,1,1,3,1,2,1,2,1,3,97,2,2,2,10,97,8,8,8,3,3,3,5,10,24,0,0,31,12,77,6,0.8741049597605786
900,90,VERACRUZ,CARLOS A. CARRILLO,1123,NA,NA,1,17,2018-06-22,4,1,1,52,2,1,3,1,3,1,99,1,99,1,2,2,7,8,7,9,6,1,3,1,1,4,73,24,0,0,15,12,124,4,0.6439310733409753
901,91,VERACRUZ,HUAYACOCOTLA,1624,NA,NA,1,2,2018-06-24,2,1,1,47,1,1,99,1,99,1,99,1,99,99,2,2,5,4,1,8,NA,NA,3,NA,NA,4,23,24,0,0,15,12,74,6,0.7741275977873466
902,91,VERACRUZ,HUAYACOCOTLA,1624,NA,NA,1,2,2018-06-24,2,1,1,36,1,1,4,1,2,1,3,1,2,2,2,2,10,1,97,8,2,8,3,2,3,3,73,24,18,31,15,23,184,2,0.7588461982537709
903,91,VERACRUZ,HUAYACOCOTLA,1624,NA,NA,1,2,2018-06-24,2,1,1,78,1,1,2,1,2,1,2,1,99,99,2,2,1,11,1,NA,NA,NA,NA,NA,NA,5,0,0,18,0,15,17,50,7,1.056193154291362
904,91,VERACRUZ,HUAYACOCOTLA,1624,NA,NA,1,2,2018-06-24,2,1,1,24,1,1,3,2,NA,1,99,1,2,2,1,1,9,4,1,11,2,4,5,2,3,1,59,0,0,0,61,12,132,4,0.7709590779228891
905,91,VERACRUZ,HUAYACOCOTLA,1624,NA,NA,1,2,2018-06-24,2,1,1,48,2,1,3,1,3,1,3,1,3,1,2,2,3,8,1,8,NA,NA,3,NA,NA,4,22,24,0,0,31,6,83,5,0.6539057705942248
906,91,VERACRUZ,HUAYACOCOTLA,1624,NA,NA,1,2,2018-06-24,3,1,1,43,2,1,99,1,99,1,99,1,99,99,98,98,9,8,1,NA,NA,NA,NA,NA,NA,3,0,0,0,0,15,12,27,7,0.6748553190039515
907,91,VERACRUZ,HUAYACOCOTLA,1624,NA,NA,1,2,2018-06-24,4,1,1,25,1,1,2,1,2,1,2,1,3,1,1,98,3,2,1,6,6,6,1,1,1,1,22,0,0,0,15,6,43,7,1.8420770598828549
908,91,VERACRUZ,HUAYACOCOTLA,1624,NA,NA,1,2,2018-06-24,2,1,1,58,1,1,3,1,2,1,3,1,2,97,2,2,7,4,1,8,8,2,3,3,2,5,43,24,18,31,15,17,148,3,1.0032035384398972
909,91,VERACRUZ,HUAYACOCOTLA,1624,NA,NA,1,2,2018-06-24,2,1,1,40,1,1,2,1,3,1,3,1,99,1,1,97,10,1,97,1,1,1,1,1,1,3,73,47,0,31,15,17,183,2,1.0258765520668125
910,91,VERACRUZ,HUAYACOCOTLA,1624,NA,NA,1,2,2018-06-24,3,1,1,34,2,1,99,1,2,1,99,1,99,1,1,2,3,8,1,1,1,1,1,1,1,2,10,0,0,0,15,12,37,7,1.2654975291611785
911,92,VERACRUZ,MISANTLA,2573,NA,NA,2,7,2018-06-23,2,1,1,34,1,1,3,1,2,1,99,1,2,1,1,98,4,4,1,1,NA,NA,1,NA,NA,2,31,0,0,0,15,12,58,6,1.2049557688405474
912,92,VERACRUZ,MISANTLA,2573,NA,NA,2,7,2018-06-23,2,1,1,62,2,1,99,1,3,1,99,1,99,99,98,98,2,8,1,NA,2,NA,NA,2,NA,5,31,0,0,0,15,12,58,6,0.7175602806551163
913,92,VERACRUZ,MISANTLA,2573,NA,NA,2,7,2018-06-23,2,1,1,37,2,1,99,1,99,2,NA,1,99,99,99,99,5,8,1,NA,NA,NA,NA,NA,NA,3,10,0,0,0,15,12,37,7,0.5427790773543671
914,92,VERACRUZ,MISANTLA,2573,NA,NA,2,7,2018-06-23,2,1,1,42,1,1,99,1,99,1,99,1,99,98,99,98,3,4,1,NA,NA,NA,NA,NA,NA,3,22,0,0,0,15,17,54,6,0.642570049350899
915,92,VERACRUZ,MISANTLA,2573,NA,NA,2,7,2018-06-23,1,1,1,38,2,1,99,1,99,1,99,1,99,1,1,97,2,8,1,1,1,1,1,1,1,3,22,0,0,0,15,12,49,7,0.6969636790653693
916,92,VERACRUZ,MISANTLA,2573,NA,NA,2,7,2018-06-23,1,1,1,47,2,1,99,1,99,1,99,1,99,99,98,99,3,8,1,NA,NA,NA,NA,NA,NA,4,31,0,0,0,15,12,58,6,0.553709387025292
917,92,VERACRUZ,MISANTLA,2573,NA,NA,2,7,2018-06-23,3,1,1,53,2,1,2,1,3,1,99,1,4,1,1,97,5,8,1,1,1,6,1,1,1,4,10,0,0,0,15,12,37,7,0.7109989084237
918,92,VERACRUZ,MISANTLA,2573,NA,NA,2,7,2018-06-23,3,1,1,43,1,1,2,1,2,1,2,1,3,1,2,2,3,4,1,8,8,NA,3,3,NA,3,22,0,0,0,15,6,43,7,0.6103320633968943
919,92,VERACRUZ,MISANTLA,2573,NA,NA,2,7,2018-06-23,4,1,1,58,1,1,3,1,2,1,3,1,3,97,2,2,2,11,1,8,8,8,3,3,3,5,10,24,0,0,15,12,61,6,0.8068661173134439
920,92,VERACRUZ,MISANTLA,2573,NA,NA,2,7,2018-06-23,4,1,1,55,1,1,99,1,99,1,99,1,99,1,2,2,3,12,1,8,8,8,3,3,3,4,22,24,0,0,31,23,100,5,0.6226227332722682
921,93,VERACRUZ,NARANJOS AMATLAN,337,NA,NA,2,1,2018-06-20,4,1,1,59,1,2,NA,2,NA,1,2,1,99,97,2,1,4,4,1,2,NA,NA,2,NA,NA,5,31,0,0,0,0,12,43,7,0.5757938067128019
922,93,VERACRUZ,NARANJOS AMATLAN,337,NA,NA,2,1,2018-06-20,1,1,1,52,2,1,2,1,3,2,NA,2,NA,1,1,99,2,4,1,1,NA,1,1,NA,1,4,22,0,0,0,15,12,49,7,0.3791994178926734
923,93,VERACRUZ,NARANJOS AMATLAN,337,NA,NA,2,1,2018-06-20,1,1,1,24,2,1,3,1,3,1,99,1,99,99,99,99,10,9,1,NA,8,8,NA,3,3,1,31,24,0,0,0,12,67,6,0.2793476983144858
924,93,VERACRUZ,NARANJOS AMATLAN,337,NA,NA,2,1,2018-06-20,3,1,1,37,2,1,99,1,99,1,99,2,NA,2,2,1,5,8,7,2,5,5,2,2,2,3,31,24,0,0,0,12,67,6,0.36790383608420385
925,93,VERACRUZ,NARANJOS AMATLAN,337,NA,NA,2,1,2018-06-20,2,1,1,51,1,1,3,1,99,1,4,2,NA,2,1,97,6,9,1,11,5,NA,5,2,NA,4,35,24,0,0,0,12,71,6,0.3752955244646873
926,93,VERACRUZ,NARANJOS AMATLAN,337,NA,NA,2,1,2018-06-20,10,1,1,31,1,1,3,1,99,2,NA,1,2,2,2,98,7,4,1,8,NA,NA,3,NA,NA,2,22,24,0,0,0,23,69,6,0.47536641197475354
927,93,VERACRUZ,NARANJOS AMATLAN,337,NA,NA,2,1,2018-06-20,4,1,1,45,1,1,99,1,2,1,3,2,NA,1,2,2,1,4,4,NA,NA,NA,NA,NA,NA,3,31,0,0,0,0,12,43,7,0.36788713227081643
928,93,VERACRUZ,NARANJOS AMATLAN,337,NA,NA,2,1,2018-06-20,1,1,1,68,2,1,99,1,99,1,99,1,99,98,98,99,5,8,1,NA,NA,NA,NA,NA,NA,5,31,47,0,0,15,17,110,4,0.4108208811604543
929,93,VERACRUZ,NARANJOS AMATLAN,337,NA,NA,2,1,2018-06-20,2,1,1,70,2,1,99,1,99,2,NA,1,99,98,99,99,3,8,1,NA,NA,NA,NA,NA,NA,5,22,24,0,31,15,23,115,4,0.4108208811604543
930,93,VERACRUZ,NARANJOS AMATLAN,337,NA,NA,2,1,2018-06-20,4,1,1,29,1,1,99,1,2,1,4,1,3,97,2,2,7,6,1,NA,8,NA,NA,3,NA,2,73,24,0,0,31,17,145,3,0.5372521673135535
931,94,VERACRUZ,PAJAPAN,2808,18.26046579,-94.694521812,1,20,2018-06-24,1,1,1,29,2,1,2,1,1,1,2,1,3,97,2,2,5,8,1,8,2,2,3,2,2,2,31,0,0,0,15,6,52,6,1.5266966164762996
932,94,VERACRUZ,PAJAPAN,2808,18.260232259,-94.6944946,1,20,2018-06-24,1,1,1,18,1,1,2,1,3,1,3,1,2,1,1,97,5,4,97,6,1,1,1,1,1,1,10,24,0,0,46,6,86,5,3.0042811749786966
933,94,VERACRUZ,PAJAPAN,2808,18.260092533,-94.694659477,1,20,2018-06-24,1,1,1,48,1,2,NA,1,2,2,NA,2,NA,97,2,2,3,11,1,8,8,8,3,3,3,4,22,0,0,0,15,12,49,7,1.2625405417143116
934,94,VERACRUZ,PAJAPAN,2808,18.259515813,-94.695025022,1,20,2018-06-24,1,1,1,47,1,1,3,1,2,1,2,1,2,2,2,2,5,4,5,8,8,8,3,3,3,4,31,24,18,31,46,17,167,3,1.2625405417143116
935,94,VERACRUZ,PAJAPAN,2808,18.259700713,-94.694848657,1,20,2018-06-24,1,1,1,18,2,1,3,1,2,1,3,1,3,1,2,2,7,5,7,8,1,1,3,1,1,1,22,0,0,0,15,12,49,7,0.9397601926100307
936,94,VERACRUZ,PAJAPAN,2808,18.259700713,-94.694848657,1,20,2018-06-24,2,1,1,40,1,1,3,1,2,1,99,1,3,97,2,2,4,11,5,8,8,8,3,3,3,3,23,0,0,0,15,12,50,7,1.2376177944819184
937,94,VERACRUZ,PAJAPAN,2808,NA,NA,1,20,2018-06-24,1,1,1,22,1,1,4,1,1,1,4,1,4,1,2,1,5,11,5,8,5,1,3,2,1,1,43,0,0,0,61,12,116,4,1.112536902282236
938,94,VERACRUZ,PAJAPAN,2808,NA,NA,1,20,2018-06-24,1,1,1,18,1,1,2,1,2,1,3,2,NA,1,1,1,5,11,7,1,9,1,1,3,1,1,31,24,18,0,15,12,100,5,1.5040274616737477
939,94,VERACRUZ,PAJAPAN,2808,NA,NA,1,20,2018-06-24,2,1,1,26,2,2,NA,1,2,2,NA,2,NA,1,2,2,4,8,7,8,8,8,3,3,3,2,22,24,0,0,15,12,73,6,1.5266966164762996
940,94,VERACRUZ,PAJAPAN,2808,NA,NA,1,20,2018-06-24,1,1,1,44,1,1,4,1,1,1,4,1,2,2,2,2,2,11,7,9,8,8,3,3,3,3,10,0,37,0,46,12,105,5,1.398737533072791
941,95,VERACRUZ,TANTOYUCA,3666,NA,NA,2,2,2018-06-21,3,1,1,58,2,1,3,1,99,2,NA,2,NA,2,2,1,10,8,7,2,2,1,2,2,1,5,73,47,18,31,15,12,196,2,0.6758560490161353
942,95,VERACRUZ,TANTOYUCA,3666,NA,NA,2,2,2018-06-21,2,1,1,57,1,1,3,1,1,1,3,1,3,97,2,2,10,6,1,20,20,20,3,3,3,5,31,0,18,0,15,12,76,6,0.6758253633526216
943,95,VERACRUZ,TANTOYUCA,3666,NA,NA,2,2,2018-06-21,2,1,1,45,2,1,99,1,99,1,99,1,99,1,2,1,8,6,1,NA,NA,NA,NA,NA,NA,3,22,24,0,31,31,17,125,4,0.43181906578659673
944,95,VERACRUZ,TANTOYUCA,3666,NA,NA,2,2,2018-06-21,2,1,1,25,1,1,99,1,99,1,99,1,3,1,2,2,7,2,1,NA,8,NA,NA,3,NA,1,43,47,37,0,61,23,211,2,0.459543972501656
945,95,VERACRUZ,TANTOYUCA,3666,NA,NA,2,2,2018-06-21,2,1,1,45,1,2,NA,1,2,1,99,1,99,1,2,2,5,6,1,8,NA,NA,3,NA,NA,3,31,24,0,31,31,6,123,4,0.4523238735353423
946,95,VERACRUZ,TANTOYUCA,3666,NA,NA,2,2,2018-06-21,2,1,1,24,1,1,99,1,2,1,99,1,2,1,2,2,5,6,1,8,8,8,3,3,3,1,22,24,0,0,31,12,89,5,0.40660937757602983
947,95,VERACRUZ,TANTOYUCA,3666,NA,NA,2,2,2018-06-21,2,1,1,24,2,1,3,1,2,1,2,1,99,2,2,2,10,1,1,11,7,NA,5,2,NA,1,73,47,37,0,31,23,211,2,0.3881769056154664
948,95,VERACRUZ,TANTOYUCA,3666,NA,NA,2,2,2018-06-21,2,1,1,36,2,1,99,1,2,1,2,1,99,99,99,99,7,6,1,NA,NA,NA,NA,NA,NA,3,43,47,18,0,46,12,166,3,0.43181906578659673
